"JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
1,206,19,1,4150,2,5,1,19,12300,1007588,8303
1,53,67,1,5000,1,1,1,22,53000,1007588,8303
NA,NA,61,NA,NA,2,1,1,16,0,1007588,8303
1,105,22,1,5240,2,5,1,16,10600,1007588,8303
NA,NA,57,NA,NA,2,1,1,22,0,1007588,11104
10,72,59,1,1350,1,1,1,21,200000,1007588,11104
1,154,23,1,4760,1,5,1,16,14000,1007588,11104
1,120,26,4,2200,2,5,1,22,18150,1007588,8303
2,134,28,4,2200,2,5,1,22,23800,1007588,8303
1,127,26,4,2200,2,5,1,21,25500,1007588,8303
1,100,54,1,7700,1,1,1,18,57000,1007588,11106
NA,NA,53,1,2300,2,1,1,18,18000,1007588,11106
NA,NA,76,NA,NA,1,3,1,19,25000,1007588,11103
NA,NA,65,NA,NA,2,1,1,14,9000,1007588,11103
NA,NA,69,1,205,1,1,1,11,25200,1007588,11103
1,96,46,1,3645,2,3,1,19,25000,1007588,11103
1,102,56,2,2050,2,1,1,18,54000,1007588,11104
1,110,55,7,8220,1,1,1,19,99000,1007588,11104
1,94,49,3,2010,2,1,1,21,60000,1007588,11106
NA,NA,53,NA,NA,1,1,1,17,0,1007588,11106
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
NA,NA,94,NA,NA,2,5,1,11,0,1007588,11106
NA,NA,29,NA,NA,1,5,1,11,11100,1007588,8303
1,94,32,1,4760,2,3,1,18,75000,1007588,8303
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,8303
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
NA,NA,65,NA,NA,1,3,1,22,34500,1007588,11104
NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11104
NA,NA,36,1,4000,1,1,1,20,26000,1007588,11104
1,89,66,5,1020,1,1,1,22,96900,1007588,11106
11,NA,55,1,3255,2,1,1,21,96000,1007588,11106
1,92,23,1,2630,2,5,1,21,28100,1007588,11106
NA,NA,94,NA,NA,2,2,1,16,18020,1007588,11106
NA,NA,51,1,8740,2,1,2,16,75000,1007588,11106
NA,NA,52,NA,NA,1,1,1,17,22800,1007588,11106
1,188,26,1,4020,1,5,1,17,11700,1007588,11106
1,188,21,1,4020,1,5,1,17,9600,1007588,11106
NA,NA,64,1,4710,2,1,1,21,24000,1007588,11103
NA,NA,70,NA,NA,1,1,1,21,80000,1007588,11103
NA,NA,74,NA,NA,1,1,1,22,97000,1007588,8303
NA,NA,75,NA,NA,2,1,1,21,90700,1007588,8303
NA,NA,66,NA,NA,2,2,1,20,14000,1007588,11103
NA,NA,27,1,410,1,5,1,17,15600,1007588,11103
NA,NA,71,NA,NA,2,2,1,15,12500,1007588,11103
NA,NA,54,1,350,2,4,1,15,60100,1007588,11103
1,102,60,1,5120,2,5,1,20,78000,1007588,8303
NA,NA,58,NA,NA,2,3,2,9,9600,1007588,11103
1,92,57,1,7750,1,5,2,9,40000,1007588,11103
NA,NA,57,5,2830,2,5,1,16,50000,1007588,11103
1,85,52,1,7700,1,1,1,20,45000,1007588,8303
NA,NA,45,NA,NA,2,1,1,13,0,1007588,8303
NA,NA,10,NA,NA,2,5,1,6,NA,1007588,8303
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,8303
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
1,59,44,4,2320,1,1,1,22,120000,1007588,11104
1,92,42,3,430,2,1,1,23,92000,1007588,11104
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11104
NA,NA,72,NA,NA,2,1,1,18,53400,1007588,11103
NA,NA,71,NA,NA,1,1,1,19,7200,1007588,11103
NA,NA,87,NA,NA,2,2,1,22,188700,1007588,8303
NA,NA,79,NA,NA,1,1,1,14,1600,1007588,8303
NA,NA,76,NA,NA,2,1,1,16,680,1007588,8303
NA,NA,76,NA,NA,1,3,1,16,12210,1007588,11106
NA,NA,86,NA,NA,1,1,1,20,78670,1007588,11106
NA,NA,78,NA,NA,2,1,1,21,15400,1007588,11106
1,90,46,1,4720,1,5,1,21,42000,1007588,11106
NA,NA,71,NA,NA,2,1,1,22,26300,1007588,8303
NA,NA,73,7,1720,1,1,1,22,29700,1007588,8303
1,36,58,1,800,1,5,1,21,77000,1007588,11103
1,36,47,3,2540,1,5,1,21,25000,1007588,11103
1,89,53,1,120,2,1,1,21,115000,1007588,11106
1,70,58,3,6200,1,1,1,20,95000,1007588,11106
1,97,27,1,1320,1,5,1,21,65000,1007588,11104
1,81,35,1,5620,1,1,1,19,45000,1007588,11103
1,142,37,1,3500,2,1,1,20,54000,1007588,11103
NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
1,71,55,2,3300,2,1,1,22,111000,1007588,11106
1,87,55,3,1006,1,1,1,21,130000,1007588,11106
1,195,18,1,4130,1,5,1,18,12200,1007588,11106
NA,NA,43,1,6200,1,5,2,16,0,1007588,8303
1,82,32,1,5100,1,1,1,19,60000,1007588,11104
1,88,33,3,630,2,1,1,20,50000,1007588,11104
NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11104
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104
11,NA,48,2,3255,1,1,1,22,140000,1007588,11103
1,109,49,7,3010,2,1,1,23,30000,1007588,11103
NA,NA,20,1,5400,2,5,1,19,4000,1007588,11103
NA,NA,19,NA,NA,1,5,1,16,7200,1007588,11103
NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103
NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103
11,NA,46,1,800,2,1,1,20,15300,1007588,11104
1,80,49,7,6355,1,1,1,19,140000,1007588,11104
NA,NA,15,NA,NA,2,5,1,13,0,1007588,11104
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104
NA,NA,9,NA,NA,2,5,1,7,NA,1007588,11104
10,106,67,2,2050,2,5,1,16,35000,1007588,8303
NA,NA,18,1,4760,2,5,1,16,0,1007588,8303
10,96,29,3,3800,1,1,1,20,80000,1007588,8303
NA,NA,22,5,9830,2,1,1,19,0,1007588,8303
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303
NA,NA,59,1,1105,1,1,1,21,19200,1007588,11104
1,99,64,3,3255,2,1,1,21,160900,1007588,11104
1,83,56,4,2430,2,3,1,22,74000,1007588,11106
1,105,73,1,5700,2,3,1,18,26900,1007588,8303
1,194,75,1,3930,1,3,1,18,31300,1007588,8303
1,89,76,1,3060,2,1,1,23,200004,1007588,8303
1,106,78,7,3060,1,1,1,23,25100,1007588,8303
1,89,42,1,2200,2,1,1,23,18000,1007588,8303
1,106,38,1,6260,1,5,2,19,17000,1007588,8303
NA,NA,89,NA,NA,2,2,1,21,57300,1007588,8303
NA,NA,57,1,3310,2,1,1,20,34000,1007588,8303
1,89,60,1,1720,1,1,1,21,97090,1007588,8303
1,178,52,1,7330,1,1,1,18,51000,1007588,11103
NA,NA,52,1,8965,2,1,1,15,25000,1007588,11103
1,107,24,1,4000,1,5,1,20,40000,1007588,11103
1,120,22,1,9620,1,5,1,16,7500,1007588,11103
NA,NA,70,NA,NA,1,2,1,16,2500,1007588,11103
NA,NA,52,NA,NA,2,2,1,16,9600,1007588,11103
NA,NA,18,1,5860,1,5,1,18,1000,1007588,8303
1,62,64,1,7140,1,1,1,20,60000,1007588,11106
1,74,61,3,3255,2,1,1,20,60000,1007588,11106
NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11106
NA,NA,21,1,1006,1,5,1,16,7000,1007588,8303
1,144,21,1,4650,1,5,1,19,15000,1007588,8303
2,76,53,1,6050,1,1,1,1,22800,1007588,11103
NA,NA,55,1,3500,2,2,1,20,7000,1007588,8303
NA,NA,26,9,9920,2,5,2,19,0,1007588,8303
NA,NA,14,NA,NA,1,5,1,11,NA,1007588,8303
1,125,69,1,10,2,1,1,21,137800,1007588,8303
1,95,72,6,710,1,1,1,22,100000,1007588,8303
1,103,47,2,230,2,3,1,21,65000,1007588,8303
NA,NA,63,NA,NA,2,1,1,22,70000,1007588,8303
11,NA,63,1,2100,1,1,1,23,80000,1007588,8303
1,93,45,1,5620,2,1,1,9,17000,1007588,11103
1,63,51,1,7340,1,1,1,9,50000,1007588,11103
1,165,25,1,5240,1,5,1,19,29500,1007588,11103
1,57,23,1,8650,2,5,1,21,15600,1007588,11103
1,87,31,1,8710,1,5,1,21,62000,1007588,8303
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303
NA,NA,23,1,4030,1,5,1,21,10000,1007588,8303
NA,NA,28,1,2300,2,5,1,21,20000,1007588,8303
1,108,58,6,4920,1,3,1,16,408000,1007588,8303
11,NA,44,6,4920,2,4,1,21,80000,1007588,8303
1,52,41,1,4720,1,1,1,1,40000,1007588,8303
1,95,42,1,4230,2,1,1,1,22000,1007588,8303
NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303
NA,NA,13,NA,NA,1,5,1,10,NA,1007588,8303
NA,NA,20,NA,NA,1,5,1,15,0,1007588,8303
NA,NA,17,NA,NA,1,5,2,14,0,1007588,8303
1,94,37,1,4760,1,1,1,21,75000,1007588,11104
1,96,37,1,350,2,1,1,21,75000,1007588,11104
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104
NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11104
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11104
1,86,56,5,1410,1,1,1,21,132000,1007588,11106
1,92,55,1,3310,2,1,1,21,60000,1007588,11106
1,79,46,1,1530,1,1,1,19,90000,1007588,11106
1,108,43,1,3255,2,1,1,21,80000,1007588,11106
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
NA,NA,16,NA,NA,2,5,1,13,0,1007588,11106
NA,NA,68,NA,NA,2,2,1,20,1800,1007588,11106
12,272,21,4,5400,1,5,1,19,3101,1007588,8303
NA,NA,55,NA,NA,1,1,1,11,16400,1007588,11106
1,100,56,6,4230,2,1,1,12,10800,1007588,11106
10,81,25,1,5620,1,1,1,16,7000,1007588,8303
NA,NA,23,NA,NA,2,1,1,7,0,1007588,8303
NA,NA,86,NA,NA,2,2,1,16,14300,1007588,11104
1,93,27,3,3500,2,1,1,20,23000,1007588,8303
7,109,30,1,4760,1,1,1,18,28000,1007588,8303
1,93,34,1,20,2,1,1,22,80000,1007588,8303
1,93,35,3,1840,1,1,1,22,80000,1007588,8303
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303
1,64,57,1,8220,1,1,1,18,65000,1007588,11104
NA,NA,60,3,5000,2,1,1,19,930,1007588,11104
11,NA,41,1,5840,2,1,1,19,45000,1007588,11104
NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11104
NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11104
1,133,57,6,4510,2,1,1,19,94060,1007588,8303
1,80,55,1,6440,1,1,1,18,94060,1007588,8303
1,87,40,1,120,1,1,1,23,180000,1007588,11106
1,84,36,3,2300,2,1,1,22,50000,1007588,11106
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
NA,NA,68,1,5700,2,3,1,21,31100,1007588,8303
1,268,29,1,5300,1,5,1,19,29000,1007588,11103
1,92,27,1,5700,2,5,1,20,28000,1007588,11103
1,78,25,1,1410,1,5,1,21,74000,1007588,8303
1,124,26,1,4110,1,5,1,21,10000,1007588,8303
1,232,47,1,4220,1,1,1,20,32000,1007588,11106
NA,NA,45,1,5240,2,1,1,19,1100,1007588,11106
NA,NA,65,NA,NA,2,1,1,19,59800,1007588,11106
NA,NA,85,NA,NA,1,1,1,18,12500,1007588,11106
1,94,31,3,5250,2,5,1,21,50000,1007588,11103
1,82,29,1,3600,2,5,1,16,42000,1007588,11103
1,88,26,1,5400,2,5,1,16,17000,1007588,11103
1,64,63,1,4020,1,3,1,16,54000,1007588,11103
NA,NA,89,NA,NA,2,2,1,22,62100,1007588,11106
1,99,51,1,4610,2,3,1,18,32400,1007588,11106
NA,NA,46,1,4610,2,5,1,19,17000,1007588,11103
1,116,53,6,4510,2,5,1,16,12000,1007588,8303
11,NA,71,6,2100,1,1,1,24,33200,1007588,11103
1,96,60,1,3258,2,1,1,23,148000,1007588,11103
1,82,53,1,8760,1,1,1,19,85000,1007588,11106
1,91,55,5,430,2,1,1,20,55000,1007588,11106
NA,NA,15,NA,NA,2,5,1,13,0,1007588,11106
NA,NA,31,1,4010,1,1,1,19,20000,1007588,8303
NA,NA,33,1,20,2,1,1,19,70000,1007588,8303
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303
1,96,46,3,2310,1,1,1,22,70000,1007588,8303
1,94,44,1,840,2,1,1,21,250000,1007588,8303
NA,NA,16,NA,NA,1,5,1,13,0,1007588,8303
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303
1,90,41,2,3255,2,1,1,19,59000,1007588,8303
1,95,42,6,8140,1,1,1,19,15000,1007588,8303
NA,NA,19,NA,NA,2,5,1,16,0,1007588,8303
NA,NA,15,NA,NA,2,5,1,13,0,1007588,8303
1,107,59,6,800,2,2,1,21,50000,1007588,11104
NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104
1,97,36,1,410,2,1,1,19,50000,1007588,11104
NA,NA,76,6,4920,2,3,1,21,38800,1007588,8303
NA,NA,18,6,4350,1,5,1,18,501,1007588,8303
1,101,66,3,2540,2,3,1,16,46000,1007588,11104
1,97,44,1,6260,1,5,1,19,6000,1007588,11104
2,77,50,1,6050,1,3,2,9,4500,1007588,11103
1,109,45,1,4850,1,1,2,16,60000,1007588,11106
NA,NA,44,NA,NA,2,1,2,13,0,1007588,11106
1,116,19,1,3930,1,5,2,19,12000,1007588,11106
NA,NA,13,NA,NA,2,5,2,10,NA,1007588,11106
NA,NA,79,NA,NA,1,1,1,19,13800,1007588,11106
1,81,63,1,2145,2,1,1,18,139000,1007588,11106
2,77,50,1,6050,1,3,2,9,4500,1007588,11106
NA,NA,36,4,2200,1,1,1,22,12500,1007588,8303
NA,NA,35,1,4700,2,1,1,22,0,1007588,8303
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303
1,73,34,1,7340,1,1,1,1,50000,1007588,11106
1,88,33,1,8310,2,1,1,1,12000,1007588,11106
NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11106
NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11106
NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11106
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
NA,NA,94,NA,NA,2,2,1,20,6900,1007588,8303
NA,NA,71,NA,NA,2,3,1,19,105700,1007588,8303
NA,NA,76,NA,NA,1,3,1,19,42000,1007588,8303
10,109,26,4,2200,2,5,1,22,30000,1007588,8303
1,108,38,1,4120,1,1,1,19,17900,1007588,11104
1,94,38,6,4510,2,1,1,19,33000,1007588,11104
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11104
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104
NA,NA,32,NA,NA,1,5,1,13,11100,1007588,8303
NA,NA,19,1,4650,2,5,1,16,7000,1007588,8303
1,114,35,1,9000,1,4,1,20,135000,1007588,11104
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11104
1,106,43,1,2630,2,5,1,21,36000,1007588,8303
NA,NA,85,NA,NA,1,2,1,24,146200,1007588,11104
1,199,46,6,4600,2,5,1,15,37000,1007588,11104
NA,NA,16,NA,NA,1,5,1,14,0,1007588,11104
1,198,18,1,4150,2,5,1,15,3400,1007588,11104
NA,NA,94,NA,NA,2,2,1,16,7100,1007588,11104
1,90,48,2,5700,2,1,1,16,38000,1007588,8303
1,104,60,2,2016,1,1,1,21,38000,1007588,8303
NA,NA,17,NA,NA,1,5,1,15,0,1007588,8303
NA,NA,16,NA,NA,2,5,1,12,0,1007588,8303
NA,NA,35,NA,NA,1,5,1,18,18100,1007588,11103
NA,NA,19,1,4720,1,5,1,19,3000,1007588,8303
1,145,67,7,630,2,1,1,19,53900,1007588,11106
1,146,70,7,10,1,1,1,19,307800,1007588,11106
NA,NA,23,1,4110,2,1,1,21,1200,1007588,11103
1,77,23,5,7630,1,1,1,16,40000,1007588,11103
1,98,40,2,700,2,5,1,21,57000,1007588,8303
1,100,41,1,1020,2,5,1,19,65000,1007588,8303
1,89,61,1,7750,1,1,1,21,37300,1007588,11104
1,91,58,3,2540,2,1,1,19,20000,1007588,11104
1,77,25,1,7315,1,5,2,16,15000,1007588,11104
NA,NA,87,NA,NA,1,1,1,11,25000,1007588,11104
NA,NA,60,NA,NA,1,1,1,21,0,1007588,11104
1,81,64,4,4010,2,1,1,19,29000,1007588,11104
9,89,20,1,4230,1,5,1,16,9000,1007588,8303
NA,NA,19,6,5260,1,5,1,16,4500,1007588,8303
NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
1,93,64,3,2100,1,1,1,23,150000,1007588,11103
NA,NA,66,1,2145,2,1,1,18,83800,1007588,11103
NA,NA,62,NA,NA,2,1,1,22,8400,1007588,11106
1,92,62,3,3730,1,1,1,23,241000,1007588,11106
11,NA,27,3,230,2,5,1,21,96000,1007588,11106
NA,NA,75,NA,NA,1,1,1,22,130000,1007588,11103
NA,NA,78,NA,NA,2,1,1,21,16000,1007588,11103
NA,NA,94,NA,NA,2,2,1,16,65400,1007588,8303
1,90,61,1,5860,2,3,1,18,41000,1007588,8303
1,77,22,5,9820,2,5,1,16,24000,1007588,11103
NA,NA,76,NA,NA,1,3,1,14,10800,1007588,8303
1,86,70,1,410,1,1,1,24,119000,1007588,11103
NA,NA,72,NA,NA,2,1,1,16,3000,1007588,11103
NA,NA,23,NA,NA,2,5,1,16,0,1007588,11103
1,79,62,1,1050,1,1,1,21,30000,1007588,8303
1,80,57,4,2000,1,1,1,22,65000,1007588,8303
NA,NA,71,NA,NA,2,1,1,16,68000,1007588,11103
NA,NA,73,NA,NA,1,1,1,17,20550,1007588,11103
1,158,32,1,5260,2,5,1,19,15600,1007588,11103
1,91,28,1,6515,1,5,1,16,55000,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
1,136,29,1,2000,2,5,1,22,50000,1007588,11103
10,79,33,1,5000,2,5,1,18,35000,1007588,11106
NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11106
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11106
1,82,34,1,4250,1,5,1,15,45000,1007588,11106
NA,NA,75,1,340,2,3,1,22,10000,1007588,8303
1,96,59,1,430,2,3,1,20,153900,1007588,11106
NA,NA,25,3,4350,2,5,1,19,0,1007588,11106
1,92,60,1,1550,2,1,1,16,50000,1007588,11103
NA,NA,60,6,430,1,1,1,16,23800,1007588,11103
1,82,40,1,6230,1,5,2,16,35000,1007588,11103
NA,NA,35,NA,NA,1,5,2,16,9600,1007588,11103
1,88,34,2,3150,2,1,1,22,40000,1007588,11104
1,88,36,4,1740,1,1,1,22,60000,1007588,11104
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11104
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104
NA,NA,71,NA,NA,2,3,1,22,52900,1007588,11104
1,81,45,1,7750,1,5,1,19,18800,1007588,11104
1,95,73,3,9120,1,4,1,19,42500,1007588,11104
NA,NA,73,1,2145,2,3,1,22,25300,1007588,8303
1,90,58,6,4250,1,3,1,10,30800,1007588,8303
NA,NA,45,3,2310,2,1,1,23,64000,1007588,11104
1,73,50,7,4210,1,1,1,18,66000,1007588,11104
NA,NA,20,1,4130,1,5,1,19,400,1007588,11104
NA,NA,16,NA,NA,1,5,1,13,0,1007588,11104
NA,NA,68,1,5120,2,3,1,16,44800,1007588,11106
1,33,26,1,110,1,1,1,19,25500,1007588,11106
NA,NA,37,1,5000,2,1,1,19,60000,1007588,11106
NA,NA,72,NA,NA,2,2,1,18,13200,1007588,11103
NA,NA,29,5,5550,1,1,1,19,3000,1007588,11103
1,83,29,5,8965,2,1,1,18,45000,1007588,11103
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,19,NA,NA,2,5,1,19,7200,1007588,8303
11,NA,71,7,2850,1,1,1,22,234000,1007588,8303
11,NA,53,6,2630,2,1,1,21,100000,1007588,8303
1,94,42,6,6220,1,5,2,19,25000,1007588,8303
10,143,18,1,4720,1,5,2,14,1300,1007588,8303
NA,NA,16,NA,NA,1,5,2,12,0,1007588,8303
1,100,39,1,4230,2,5,2,4,16800,1007588,8303
NA,NA,83,NA,NA,1,4,1,21,0,1007588,8303
1,79,44,1,7200,1,1,1,1,63000,1007588,11103
NA,NA,41,NA,NA,2,1,1,1,0,1007588,11103
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11103
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,57,1,8800,1,1,1,1,19000,1007588,11103
1,112,34,1,3640,2,1,1,16,30000,1007588,11106
1,116,38,1,800,1,1,1,19,45000,1007588,11106
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11106
1,92,73,7,3535,1,1,1,23,715000,1007588,11106
1,117,69,6,3060,2,1,1,24,365000,1007588,11106
11,NA,47,6,4600,2,1,1,13,18000,1007588,11103
1,100,54,1,4000,1,1,1,4,45000,1007588,11103
1,94,19,1,4720,2,5,1,19,5000,1007588,11103
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11103
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11103
NA,NA,18,1,2720,2,5,1,18,3000,1007588,8303
1,82,34,6,3060,2,1,1,23,349000,1007588,11104
NA,NA,71,4,2200,1,1,1,24,196000,1007588,8303
NA,NA,72,NA,NA,2,1,1,24,11600,1007588,8303
NA,NA,71,NA,NA,2,1,1,21,12100,1007588,11106
NA,NA,90,NA,NA,1,1,1,21,9800,1007588,11106
1,77,22,5,9820,2,5,1,16,24000,1007588,11103
NA,NA,20,1,4130,1,5,1,19,1400,1007588,8303
NA,NA,32,1,6050,2,1,2,16,8000,1007588,11103
1,88,32,1,9640,1,1,2,16,30000,1007588,11103
NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11103
NA,NA,9,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,4,NA,1007588,11103
1,96,47,1,800,2,3,1,21,54000,1007588,11103
1,93,20,1,8030,1,5,1,17,8000,1007588,11103
NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103
1,57,44,1,3600,1,5,1,12,48000,1007588,11103
1,100,80,1,4430,1,5,1,19,12000,1007588,8303
1,178,34,1,8220,1,5,1,15,52000,1007588,11103
1,79,29,4,4610,2,1,2,19,22000,1007588,11103
NA,NA,18,8,4250,1,5,1,16,12000,1007588,11103
NA,NA,64,NA,NA,1,1,1,9,14400,1007588,11103
1,75,63,6,9130,1,5,2,15,20800,1007588,11103
1,91,58,4,4610,2,1,1,15,10000,1007588,11103
1,75,30,1,6260,1,1,1,15,32000,1007588,11103
NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,7,NA,NA,2,5,2,3,NA,1007588,11103
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,62,1,3255,2,1,1,20,53000,1007588,11103
1,94,66,1,2400,1,1,1,22,9400,1007588,11103
NA,NA,88,NA,NA,2,2,1,16,92000,1007588,8303
NA,NA,42,1,9130,1,3,2,18,28000,1007588,11106
NA,NA,45,1,7750,2,3,2,18,11900,1007588,11106
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11106
1,76,54,1,6200,1,1,1,14,95000,1007588,11103
NA,NA,48,NA,NA,2,1,1,9,0,1007588,11103
NA,NA,23,1,6260,1,5,2,16,21600,1007588,11103
1,87,16,1,4760,2,5,1,13,2000,1007588,11103
10,91,32,1,5400,2,3,1,18,30000,1007588,11106
NA,NA,10,NA,NA,2,5,1,8,NA,1007588,11106
1,102,55,4,2200,2,5,1,24,31000,1007588,8303
1,104,59,2,2340,1,3,1,22,28000,1007588,8303
1,85,59,1,4700,1,1,1,22,417000,1007588,11106
NA,NA,59,NA,NA,2,1,1,21,0,1007588,11106
1,63,30,1,5240,2,5,1,20,17000,1007588,11106
2,80,27,1,137,2,1,1,21,65000,1007588,8303
11,NA,31,1,1006,1,1,1,22,130000,1007588,8303
NA,NA,78,NA,NA,1,1,1,24,113000,1007588,8303
NA,NA,78,NA,NA,2,1,1,21,17800,1007588,8303
1,94,50,1,4850,1,1,1,21,200000,1007588,11103
NA,NA,47,9,9920,2,1,1,15,0,1007588,11103
NA,NA,19,NA,NA,2,5,1,16,0,1007588,11103
1,65,59,1,6050,1,1,1,1,31000,1007588,11106
2,124,56,1,4020,2,1,1,15,14000,1007588,11106
NA,NA,29,1,4720,2,1,1,16,0,1007588,11106
NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11106
1,79,35,1,6260,1,1,1,15,21000,1007588,11106
NA,NA,19,NA,NA,2,5,1,18,0,1007588,8303
1,190,27,3,2320,2,1,1,23,54000,1007588,11103
NA,NA,30,1,6260,1,1,1,16,0,1007588,11103
11,NA,50,1,1820,2,1,1,22,50020,1007588,11103
1,73,54,5,1530,1,1,1,22,93000,1007588,11103
NA,NA,23,NA,NA,1,5,1,19,0,1007588,8303
NA,NA,22,NA,NA,1,5,1,19,0,1007588,8303
1,71,30,5,7220,1,1,1,19,26100,1007588,11103
NA,NA,36,NA,NA,2,1,1,21,0,1007588,11103
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
1,108,51,5,1006,2,5,1,19,110000,1007588,11103
1,97,51,7,4600,2,3,2,16,9600,1007588,11103
1,108,51,1,4510,2,5,1,18,58000,1007588,11103
1,171,34,1,4220,2,5,2,14,45000,1007588,11103
1,82,46,1,7750,2,5,1,14,27000,1007588,11103
1,137,42,1,6260,1,5,2,15,18000,1007588,11103
1,98,28,1,7020,1,5,1,16,9000,1007588,11103
1,68,23,1,6050,1,5,2,9,18000,1007588,11103
1,68,26,1,6050,2,5,2,6,15000,1007588,11103
1,68,27,1,6050,1,5,2,6,18000,1007588,11103
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,51,1,4230,2,1,1,10,0,1007588,8303
1,91,34,1,4720,1,1,1,16,13000,1007588,8303
1,85,23,3,4120,1,5,1,19,21000,1007588,8303
NA,NA,6,NA,NA,2,5,1,1,NA,1007588,8303
1,88,59,3,5250,2,1,1,19,43000,1007588,11103
1,52,60,1,8965,1,1,1,9,34200,1007588,11103
1,118,75,1,5700,2,2,1,21,181500,1007588,8303
1,98,39,1,2100,2,1,1,23,225020,1007588,11104
1,103,39,1,1060,1,1,1,22,90020,1007588,11104
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
NA,NA,64,NA,NA,1,1,1,21,308000,1007588,11103
