"JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11106
NA,NA,18,1,4030,2,5,1,19,0,1007588,8303
NA,NA,79,3,10,2,2,1,21,204000,1007588,11106
1,219,42,4,3255,2,1,1,20,129000,1007588,11106
1,106,47,7,2630,1,1,1,19,75000,1007588,11106
1,100,40,1,4710,1,1,1,20,117000,1007588,11106
NA,NA,40,6,4510,2,1,1,19,0,1007588,11106
NA,NA,11,NA,NA,1,5,1,7,NA,1007588,11106
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
NA,NA,74,NA,NA,2,2,1,12,0,1007588,11104
NA,NA,48,1,4700,1,1,1,18,0,1007588,11104
NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11104
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104
1,88,45,1,4840,2,1,1,18,65000,1007588,11104
NA,NA,66,5,1460,1,1,1,22,70000,1007588,11106
11,NA,58,6,1420,2,1,1,22,212000,1007588,11106
1,94,62,1,20,1,1,1,23,117000,1007588,11106
1,112,59,1,540,2,1,1,22,65000,1007588,11106
NA,NA,61,1,650,2,1,1,1,0,1007588,11103
NA,NA,64,6,6230,1,1,1,7,12600,1007588,11103
1,88,37,3,725,2,3,1,14,36600,1007588,11103
NA,NA,16,NA,NA,2,5,1,13,0,1007588,11103
NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
1,60,32,1,3535,2,3,2,17,35000,1007588,11103
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11103
1,177,29,1,310,1,5,2,11,25000,1007588,11103
NA,NA,39,1,2300,2,5,1,20,9900,1007588,11103
NA,NA,66,6,205,1,1,1,21,77500,1007588,11106
NA,NA,65,2,2310,2,1,1,21,95200,1007588,11106
NA,NA,82,4,2200,1,1,1,22,126700,1007588,11104
NA,NA,62,NA,NA,2,1,2,21,6600,1007588,11104
1,75,31,7,2160,1,1,1,21,55000,1007588,11103
1,78,32,1,5940,2,1,1,19,30000,1007588,11103
NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,8,NA,NA,2,5,1,4,NA,1007588,11103
1,82,46,6,710,2,1,1,22,36000,1007588,11104
1,103,46,1,4700,1,1,1,22,60000,1007588,11104
NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11104
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11104
1,73,62,5,1550,1,1,1,20,91600,1007588,11106
NA,NA,55,1,5240,2,1,1,16,27000,1007588,11106
NA,NA,31,5,7140,1,5,1,19,38000,1007588,11104
1,91,30,1,4710,2,5,1,16,37200,1007588,11104
NA,NA,65,3,2330,2,1,1,19,48200,1007588,11106
1,90,60,6,220,1,1,1,18,80000,1007588,11106
NA,NA,79,NA,NA,1,1,1,19,55100,1007588,8303
NA,NA,82,NA,NA,2,1,1,14,15000,1007588,8303
1,111,28,2,420,2,1,1,21,45000,1007588,11104
10,102,32,6,4350,1,1,1,19,23000,1007588,11104
1,112,27,1,5240,1,5,2,19,15000,1007588,11104
NA,NA,30,NA,NA,1,5,1,17,11100,1007588,8303
NA,NA,18,NA,NA,1,5,1,18,15000,1007588,8303
1,67,47,7,3060,1,1,1,23,544000,1007588,11106
NA,NA,47,NA,NA,2,1,1,21,40000,1007588,11106
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
NA,NA,16,NA,NA,2,5,1,14,6000,1007588,11106
10,151,25,1,9620,1,5,1,19,21200,1007588,11106
9,36,51,1,4610,1,5,1,12,30000,1007588,8303
NA,NA,19,1,4760,2,5,1,18,23000,1007588,8303
9,125,20,4,3645,2,5,1,19,22000,1007588,8303
10,130,21,2,4430,1,5,1,19,30101,1007588,8303
1,108,69,1,4250,1,2,1,14,27500,1007588,8303
10,97,46,4,4120,2,5,2,17,6000,1007588,8303
NA,NA,9,NA,NA,1,5,1,8,NA,1007588,8303
NA,NA,9,NA,NA,1,5,1,8,NA,1007588,8303
1,123,63,6,2000,2,5,1,22,63510,1007588,8303
1,88,78,1,5620,1,3,1,16,75630,1007588,11104
11,NA,57,6,2830,2,5,1,21,19500,1007588,8303
NA,NA,21,1,4020,2,5,1,19,0,1007588,8303
1,96,42,3,800,2,4,1,21,55000,1007588,11103
NA,NA,16,NA,NA,2,5,2,13,0,1007588,11103
NA,NA,11,NA,NA,1,5,2,7,NA,1007588,11103
1,70,59,5,5550,1,1,1,19,66000,1007588,11103
1,106,57,1,350,2,1,1,22,110000,1007588,11103
1,106,18,4,2340,2,5,1,19,10100,1007588,11103
NA,NA,82,NA,NA,1,1,1,21,4800,1007588,8303
NA,NA,79,NA,NA,2,1,1,21,6000,1007588,8303
1,96,52,1,5940,2,5,1,21,65100,1007588,8303
1,75,32,1,6050,2,1,2,1,10000,1007588,11103
1,75,35,1,6050,1,1,2,1,10000,1007588,11103
NA,NA,16,NA,NA,2,5,2,14,0,1007588,11103
NA,NA,13,NA,NA,1,5,2,11,NA,1007588,11103
NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11103
NA,NA,61,1,5140,2,2,1,19,0,1007588,11103
1,141,55,1,410,2,3,1,21,42000,1007588,8303
1,141,31,1,5110,2,5,1,16,40000,1007588,8303
9,100,25,1,5610,1,5,1,17,7000,1007588,8303
NA,NA,25,1,50,1,5,1,19,10300,1007588,8303
1,90,32,1,800,1,1,1,21,96000,1007588,8303
NA,NA,32,1,1020,2,1,1,21,85000,1007588,8303
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303
1,103,40,1,4000,1,3,1,16,50000,1007588,11104
1,94,31,4,5150,2,5,1,21,35000,1007588,11104
1,96,36,1,1530,1,1,1,19,99000,1007588,11104
NA,NA,36,1,8740,2,1,1,19,48000,1007588,11104
NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11104
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11104
NA,NA,83,NA,NA,2,3,1,16,12600,1007588,8303
1,100,27,6,1700,1,5,1,24,31500,1007588,8303
1,100,24,1,4530,1,5,1,21,5000,1007588,8303
NA,NA,27,1,6355,1,5,1,14,31000,1007588,11104
1,66,53,1,6230,1,5,1,18,36000,1007588,11103
1,166,21,1,3930,1,5,1,18,12000,1007588,11103
NA,NA,19,1,4050,2,5,1,16,0,1007588,11103
1,95,51,6,800,2,5,1,23,349001,1007588,8303
1,92,40,2,3500,2,4,1,20,58000,1007588,8303
1,152,42,1,9620,1,4,1,15,20000,1007588,8303
1,89,70,7,10,1,1,1,21,75000,1007588,8303
NA,NA,70,NA,NA,2,1,1,22,0,1007588,8303
1,88,48,1,5400,1,1,1,18,86600,1007588,8303
1,89,42,1,120,2,1,1,21,75000,1007588,8303
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,8303
NA,NA,31,NA,NA,2,5,1,19,8400,1007588,8303
NA,NA,28,8,9140,1,5,1,18,22700,1007588,8303
1,73,31,1,1006,1,5,2,22,17500,1007588,8303
12,124,39,7,10,1,1,1,19,200000,1007588,8303
NA,NA,37,6,2600,2,1,1,21,750,1007588,8303
NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303
1,88,36,1,410,2,3,1,16,36400,1007588,11103
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
1,83,36,1,6360,1,5,1,13,50000,1007588,11103
1,83,46,3,3850,1,2,1,22,190200,1007588,11104
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
1,101,25,1,1530,1,1,1,21,70000,1007588,8303
1,88,23,1,1020,2,1,1,21,55000,1007588,8303
NA,NA,79,NA,NA,1,1,1,21,18800,1007588,11106
NA,NA,71,NA,NA,2,1,1,19,15200,1007588,11106
NA,NA,59,NA,NA,2,5,1,22,120000,1007588,8303
11,NA,72,2,5240,1,1,1,20,48700,1007588,8303
NA,NA,71,1,1430,2,1,1,19,11500,1007588,8303
11,NA,55,7,2710,1,1,1,15,63000,1007588,8303
NA,NA,56,NA,NA,2,1,1,15,0,1007588,8303
NA,NA,17,NA,NA,1,5,1,15,0,1007588,8303
1,100,44,1,5700,2,3,1,19,109000,1007588,11103
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103
1,100,40,1,4700,1,5,1,19,58000,1007588,11104
1,112,29,1,5700,2,5,1,18,24000,1007588,11104
NA,NA,27,1,5620,1,5,1,16,3000,1007588,11104
1,145,24,1,4760,1,5,1,16,28000,1007588,11104
NA,NA,16,NA,NA,1,5,1,14,0,1007588,11104
NA,NA,12,NA,NA,1,5,1,11,NA,1007588,11104
NA,NA,81,NA,NA,1,1,1,11,24000,1007588,11103
NA,NA,81,NA,NA,2,1,1,16,8400,1007588,11103
NA,NA,80,NA,NA,2,3,1,20,73800,1007588,8303
NA,NA,87,NA,NA,1,2,1,22,18100,1007588,11104
1,76,51,1,8220,2,3,1,19,30000,1007588,11104
1,89,50,4,2320,2,5,1,21,75000,1007588,8303
1,181,44,1,5000,2,1,1,18,100000,1007588,8303
1,84,44,3,3800,1,1,1,18,75000,1007588,8303
NA,NA,17,NA,NA,2,5,1,13,0,1007588,8303
NA,NA,14,NA,NA,2,5,1,12,NA,1007588,8303
NA,NA,67,1,940,1,1,1,23,21200,1007588,11103
1,63,62,2,3255,2,1,1,21,84000,1007588,11103
NA,NA,22,4,1965,1,5,1,19,4000,1007588,8303
NA,NA,72,NA,NA,2,5,1,21,38600,1007588,8303
1,99,32,1,4020,1,5,1,19,25900,1007588,8303
NA,NA,65,NA,NA,2,5,1,21,14700,1007588,8303
NA,NA,57,1,5700,2,1,1,18,29000,1007588,11106
11,NA,60,3,2015,1,1,1,21,209000,1007588,11106
1,70,72,5,3850,1,1,1,21,222500,1007588,11106
NA,NA,67,NA,NA,2,1,1,21,50100,1007588,11106
NA,NA,34,3,2330,2,1,1,22,59500,1007588,11104
1,63,35,1,430,1,1,1,21,126000,1007588,11104
NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11104
NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11104
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11104
NA,NA,49,7,2600,1,3,2,16,6000,1007588,11104
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11104
11,NA,47,4,4610,2,3,2,21,28000,1007588,11104
NA,NA,12,NA,NA,1,5,2,9,NA,1007588,11104
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11104
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11104
NA,NA,77,NA,NA,1,2,1,14,53000,1007588,8303
NA,NA,46,NA,NA,2,5,1,16,1500,1007588,8303
NA,NA,50,NA,NA,2,5,1,15,7500,1007588,8303
1,82,48,1,9600,1,1,2,1,25100,1007588,11103
NA,NA,47,1,6050,2,1,1,1,2500,1007588,11103
NA,NA,17,1,6050,1,5,1,14,800,1007588,11103
NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11103
NA,NA,8,NA,NA,2,5,1,6,NA,1007588,11103
1,66,49,1,9600,1,3,1,9,28000,1007588,11103
NA,NA,19,1,4720,2,5,1,16,3600,1007588,11103
1,42,51,1,8300,2,3,1,12,27000,1007588,11103
NA,NA,94,NA,NA,2,2,1,18,15910,1007588,11104
1,63,35,1,6050,2,4,2,9,18000,1007588,11103
NA,NA,18,NA,NA,2,5,2,19,0,1007588,11103
NA,NA,17,NA,NA,2,5,2,14,0,1007588,11103
NA,NA,16,NA,NA,1,5,2,12,0,1007588,11103
NA,NA,12,NA,NA,1,5,2,10,NA,1007588,11103
NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103
1,63,41,1,6050,1,5,2,1,18000,1007588,11103
1,63,40,1,6050,1,5,2,17,18000,1007588,11103
1,95,26,3,5810,2,5,1,21,62000,1007588,8303
10,199,19,1,4150,1,5,1,19,4100,1007588,8303
NA,NA,74,NA,NA,2,1,1,21,8400,1007588,8303
11,NA,79,6,710,1,1,1,23,71400,1007588,8303
1,67,55,1,8740,1,1,1,16,39000,1007588,8303
1,107,61,3,2310,2,1,1,21,1500,1007588,8303
1,170,69,6,2720,1,1,1,22,16400,1007588,8303
NA,NA,66,NA,NA,2,1,1,21,0,1007588,8303
NA,NA,81,NA,NA,2,2,1,15,14200,1007588,11103
9,95,31,2,3245,2,1,1,22,50000,1007588,11106
1,82,31,2,2010,2,1,1,22,61000,1007588,11106
1,88,45,3,3740,1,1,1,20,125000,1007588,8303
NA,NA,43,NA,NA,2,1,1,16,0,1007588,8303
NA,NA,21,NA,NA,2,5,1,20,0,1007588,8303
NA,NA,16,NA,NA,2,5,1,14,0,1007588,8303
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,8303
NA,NA,85,NA,NA,1,1,1,17,33800,1007588,11106
NA,NA,79,NA,NA,2,1,1,12,7900,1007588,11106
1,72,48,5,565,2,3,1,22,89000,1007588,11103
1,203,24,7,4040,2,5,1,19,20000,1007588,11103
1,74,19,1,8965,2,5,1,16,6000,1007588,11103
NA,NA,11,NA,NA,2,5,1,9,NA,1007588,11103
NA,NA,22,NA,NA,2,5,1,19,2000,1007588,8303
1,93,25,1,4850,1,5,1,21,25000,1007588,11104
1,91,25,1,4760,1,5,1,21,30000,1007588,11104
NA,NA,26,1,2825,2,5,1,16,30000,1007588,11104
NA,NA,43,6,4920,1,1,1,16,50050,1007588,11103
1,108,39,6,4510,2,1,1,17,90000,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,85,NA,NA,2,5,1,9,40000,1007588,8303
1,270,37,1,8965,1,1,1,16,50000,1007588,11103
NA,NA,31,1,5610,2,1,1,16,23000,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,18,9,9920,1,5,1,18,4,1007588,8303
1,96,73,1,4760,2,3,1,16,13300,1007588,8303
NA,NA,71,NA,NA,1,5,1,23,12700,1007588,8303
9,16,19,1,4150,1,5,1,18,4100,1007588,8303
NA,NA,30,6,6230,1,5,1,19,75000,1007588,11104
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104
NA,NA,29,1,3520,2,5,2,16,25000,1007588,11104
1,148,58,6,5900,2,3,1,20,35000,1007588,11103
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103
NA,NA,63,9,9920,2,5,1,21,0,1007588,11103
1,76,51,7,2630,1,5,2,19,54000,1007588,11103
1,82,48,6,4510,2,5,1,18,19600,1007588,11103
NA,NA,67,1,4230,2,2,1,14,27100,1007588,8303
NA,NA,48,6,6260,1,1,1,14,10000,1007588,8303
NA,NA,31,NA,NA,1,5,2,16,0,1007588,8303
NA,NA,28,NA,NA,1,5,1,16,1000,1007588,8303
NA,NA,7,NA,NA,2,5,1,3,NA,1007588,8303
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
NA,NA,49,NA,NA,2,1,1,17,0,1007588,8303
1,81,29,1,5860,2,5,1,17,27000,1007588,8303
NA,NA,75,NA,NA,1,1,1,22,46900,1007588,11103
NA,NA,72,NA,NA,2,1,1,19,12100,1007588,11103
NA,NA,86,NA,NA,2,2,1,19,11300,1007588,8303
1,144,72,1,410,1,1,1,21,158400,1007588,11104
NA,NA,71,NA,NA,2,1,1,15,0,1007588,11104
11,NA,20,4,2200,2,5,1,19,50300,1007588,8303
1,79,57,6,6200,1,1,1,21,65000,1007588,8303
1,102,55,7,2630,2,1,1,21,155000,1007588,8303
NA,NA,21,4,5600,1,5,1,15,200,1007588,8303
2,134,40,1,4020,2,4,1,10,10000,1007588,8303
NA,NA,15,NA,NA,1,5,1,13,0,1007588,8303
NA,NA,14,NA,NA,2,5,1,12,NA,1007588,8303
NA,NA,5,NA,NA,1,5,1,1,NA,1007588,8303
NA,NA,25,6,5350,2,1,1,19,5000,1007588,11104
10,82,33,3,5530,1,1,1,18,50000,1007588,11104
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11104
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11104
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
NA,NA,36,1,5700,2,5,1,19,31500,1007588,11104
1,99,46,1,2160,2,1,1,16,80000,1007588,8303
1,73,49,3,160,1,1,1,16,60000,1007588,8303
1,73,18,3,5530,1,5,1,16,16000,1007588,8303
NA,NA,81,NA,NA,2,1,1,16,3600,1007588,11103
NA,NA,87,NA,NA,1,1,1,21,113000,1007588,11103
NA,NA,94,NA,NA,2,2,1,16,19200,1007588,11106
NA,NA,34,1,6050,2,5,1,9,12000,1007588,11103
NA,NA,9,NA,NA,1,5,1,8,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
1,69,42,1,6050,1,5,2,9,18000,1007588,11103
1,111,37,1,4230,2,5,2,9,15000,1007588,11103
NA,NA,20,NA,NA,2,5,2,14,0,1007588,11103
NA,NA,16,NA,NA,1,5,2,12,0,1007588,11103
NA,NA,14,NA,NA,1,5,2,11,NA,1007588,11103
1,165,35,1,9600,1,5,1,9,20000,1007588,11103
1,100,33,1,800,2,1,1,21,68000,1007588,8303
1,106,47,1,1020,1,1,1,22,130300,1007588,8303
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,8303
1,95,53,1,1010,1,1,1,21,70000,1007588,11106
1,95,49,1,5400,2,1,1,21,700,1007588,11106
NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11106
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
10,99,63,6,7750,1,3,2,17,57000,1007588,8303
NA,NA,72,NA,NA,1,1,1,20,7700,1007588,11106
NA,NA,62,NA,NA,2,1,1,19,2200,1007588,11106
2,77,30,1,6050,1,5,2,5,21500,1007588,11103
NA,NA,36,NA,NA,2,5,1,16,12200,1007588,11103
NA,NA,24,1,4760,1,5,1,20,0,1007588,11106
1,112,45,1,5610,1,1,1,14,17000,1007588,11103
1,112,23,1,9620,1,5,1,19,7000,1007588,11103
1,112,22,1,4230,1,5,1,16,14000,1007588,11103
1,195,50,1,4020,2,1,2,16,12000,1007588,11103
1,109,22,2,2016,2,5,1,21,2000,1007588,8303
9,104,22,1,1910,1,5,1,21,15000,1007588,8303
9,89,51,1,5400,2,1,1,19,65000,1007588,8303
1,79,48,1,2630,1,1,1,21,150000,1007588,8303
1,262,51,1,3600,2,2,1,9,36130,1007588,11103
1,189,49,1,4030,1,4,1,18,16000,1007588,11103
NA,NA,84,NA,NA,2,3,1,6,8000,1007588,11103
NA,NA,73,7,3060,1,1,1,23,109000,1007588,11106
1,75,59,7,3060,2,1,1,23,150000,1007588,11106
1,133,72,6,5240,1,1,1,14,26000,1007588,11104
NA,NA,61,7,5110,2,1,1,14,41300,1007588,11104
1,120,28,6,5240,1,5,1,20,12000,1007588,11104
1,63,59,1,6050,1,1,1,9,52000,1007588,11103
10,112,29,1,3420,2,5,1,18,23000,1007588,11103
NA,NA,55,1,8140,2,1,1,9,9600,1007588,11103
1,112,53,1,1460,1,1,1,22,270000,1007588,8303
NA,NA,76,NA,NA,2,1,1,21,3500,1007588,8303
1,164,60,2,3320,2,3,1,20,95000,1007588,11104
1,96,48,5,5860,2,1,1,21,57000,1007588,11103
1,76,51,1,6260,1,1,1,16,24000,1007588,11103
1,216,29,1,3420,2,5,1,23,17500,1007588,11103
NA,NA,47,NA,NA,1,5,1,1,22000,1007588,11103
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,27,NA,NA,1,1,1,17,0,1007588,11103
11,NA,54,1,1530,1,1,1,22,140000,1007588,11106
NA,NA,52,6,7700,2,1,1,20,99000,1007588,11106
NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106
10,68,27,1,20,1,5,1,18,36000,1007588,8303
1,68,22,1,7700,2,5,2,19,8100,1007588,8303
NA,NA,20,1,5630,1,5,1,19,4000,1007588,8303
NA,NA,76,NA,NA,2,1,1,18,7600,1007588,8303
1,92,44,1,1050,1,1,1,22,190000,1007588,8303
1,133,41,3,2860,2,1,1,22,29300,1007588,8303
NA,NA,11,NA,NA,1,5,1,8,NA,1007588,8303
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
NA,NA,20,NA,NA,1,5,1,16,0,1007588,11103
1,81,41,5,3500,2,3,1,19,19100,1007588,8303
10,127,19,5,5240,2,5,1,16,8300,1007588,8303
1,85,25,4,2200,2,5,1,21,6400,1007588,11106
NA,NA,62,NA,NA,2,1,1,21,2000,1007588,8303
11,NA,63,1,10,1,1,1,22,252000,1007588,8303
1,97,39,1,1030,2,5,1,21,80000,1007588,8303
NA,NA,5,NA,NA,1,5,1,2,NA,1007588,8303
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
NA,NA,46,1,530,1,5,1,21,0,1007588,8303
NA,NA,87,NA,NA,2,2,1,12,8000,1007588,11106
10,84,54,6,4760,2,3,1,20,24001,1007588,11106
NA,NA,87,NA,NA,2,3,1,12,22500,1007588,11106
NA,NA,87,NA,NA,2,2,1,19,14400,1007588,11106
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
1,107,29,1,1460,1,1,1,23,80000,1007588,8303
1,93,30,2,2100,2,1,1,22,31100,1007588,8303
NA,NA,3,NA,NA,1,5,1,2,NA,1007588,8303
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303
NA,NA,57,NA,NA,2,1,1,1,0,1007588,11106
1,66,62,1,9130,1,1,1,1,37100,1007588,11106
1,100,61,4,10,1,1,1,22,182000,1007588,8303
11,NA,61,6,4600,2,1,1,21,52000,1007588,8303
NA,NA,19,NA,NA,2,5,1,19,7200,1007588,8303
2,115,47,2,8740,2,3,1,19,18000,1007588,11103
NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11103
NA,NA,81,2,5700,2,3,1,16,38000,1007588,8303
NA,NA,50,NA,NA,2,5,1,16,8000,1007588,8303
1,63,32,1,7340,1,1,1,20,100000,1007588,11104
1,108,31,1,3150,2,1,1,22,15000,1007588,11104
NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11104
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11104
1,80,64,1,20,1,1,1,21,56900,1007588,11104
NA,NA,65,3,2540,2,1,1,19,10500,1007588,11104
1,216,32,1,4610,2,5,2,18,20000,1007588,11104
NA,NA,33,1,6050,2,1,2,9,0,1007588,11103
1,75,41,1,4250,1,1,2,6,20000,1007588,11103
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103
NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,4,NA,1007588,11103
1,88,67,2,2025,2,3,1,19,67000,1007588,11104
NA,NA,53,3,8620,1,1,1,16,0,1007588,11104
NA,NA,94,NA,NA,1,1,1,22,473000,1007588,8303
NA,NA,87,NA,NA,2,1,1,19,0,1007588,8303
NA,NA,66,2,3255,2,1,1,21,0,1007588,11106
NA,NA,65,6,10,1,1,1,20,50670,1007588,11106
NA,NA,77,NA,NA,2,3,1,21,15270,1007588,11106
1,84,74,1,9140,1,3,1,20,39400,1007588,11106
1,67,58,1,7340,1,3,1,15,110000,1007588,11106
1,202,50,3,5120,2,1,1,16,27900,1007588,11104
1,18,53,1,4850,1,1,1,16,40000,1007588,11104
NA,NA,33,1,7210,1,5,2,15,37000,1007588,11104
NA,NA,25,3,4610,2,5,1,18,200,1007588,11104
NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11104
NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11104
NA,NA,20,9,9920,1,5,1,19,15000,1007588,8303
NA,NA,72,NA,NA,1,5,1,16,59500,1007588,11103
NA,NA,81,NA,NA,2,1,1,15,6700,1007588,11103
NA,NA,77,NA,NA,1,1,1,15,18000,1007588,11103
1,108,53,1,4520,2,3,2,16,41000,1007588,11104
2,97,68,5,5900,1,1,1,18,27400,1007588,11103
NA,NA,67,1,4020,2,1,1,1,4500,1007588,11103
1,77,42,1,8220,1,5,1,16,48000,1007588,11103
NA,NA,18,NA,NA,1,5,1,18,0,1007588,8303
12,85,65,1,2810,1,3,1,21,28000,1007588,8303
1,70,42,1,4250,1,1,2,12,30000,1007588,11103
1,87,46,1,8800,2,1,2,21,3200,1007588,11103
1,214,24,1,7720,1,5,2,19,20000,1007588,11103
NA,NA,17,NA,NA,2,5,2,14,0,1007588,11103
NA,NA,16,NA,NA,1,5,2,13,0,1007588,11103
NA,NA,10,NA,NA,1,5,2,7,NA,1007588,11103
NA,NA,14,NA,NA,2,5,2,11,NA,1007588,11103
1,66,62,1,7700,1,1,1,16,27700,1007588,11103
1,182,56,1,7700,2,1,1,1,18700,1007588,11103
NA,NA,30,1,5620,2,5,1,17,34400,1007588,11103
NA,NA,25,1,6040,2,5,1,16,6200,1007588,11103
1,79,36,1,7750,1,1,1,20,62000,1007588,11104
1,89,32,1,5150,2,1,1,20,40000,1007588,11104
1,88,46,1,3255,2,1,1,20,89000,1007588,11103
1,208,46,1,630,1,1,1,15,84000,1007588,11103
1,94,24,1,9620,2,1,1,20,15000,1007588,11103
NA,NA,17,NA,NA,1,5,1,16,0,1007588,11103
NA,NA,4,NA,NA,1,5,1,2,NA,1007588,11103
1,68,24,1,5350,1,1,1,16,10000,1007588,11103
9,65,20,4,3955,2,5,1,19,7000,1007588,8303
NA,NA,22,1,2340,2,5,1,19,1200,1007588,8303
9,169,22,4,3955,2,5,1,21,7000,1007588,8303
NA,NA,56,2,420,1,1,2,21,2000,1007588,11104
1,82,58,2,430,2,1,1,21,67000,1007588,11104
1,122,32,2,5120,2,5,2,20,22000,1007588,11104
NA,NA,14,NA,NA,1,5,1,12,NA,1007588,11104
NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11104
NA,NA,69,4,2010,1,1,1,21,77000,1007588,11104
NA,NA,64,4,5700,2,1,1,19,37200,1007588,11104
9,208,38,5,430,1,5,1,21,64000,1007588,11104
NA,NA,34,NA,NA,1,5,1,21,0,1007588,11104
NA,NA,76,NA,NA,1,1,1,24,24000,1007588,11106
NA,NA,74,NA,NA,2,1,1,21,24300,1007588,11106
1,92,34,1,5110,2,5,1,19,35000,1007588,11104
NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303
1,108,58,7,3010,1,1,1,23,325000,1007588,11104
1,120,57,1,4700,2,1,1,19,140000,1007588,11104
1,106,28,1,2100,1,5,1,23,30000,1007588,11104
1,91,45,3,2320,2,1,1,22,27000,1007588,11106
1,100,51,5,20,1,1,1,21,123000,1007588,11106
2,88,68,4,5000,2,5,1,21,65000,1007588,11104
NA,NA,90,NA,NA,2,3,1,18,12000,1007588,11104
1,95,50,3,1220,1,1,1,22,93000,1007588,11104
5,106,45,3,1220,2,1,1,22,105000,1007588,11104
NA,NA,19,5,1107,1,5,1,19,2000,1007588,11104
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
1,87,51,2,3150,2,1,1,21,70000,1007588,11106
1,100,59,5,1530,1,1,1,21,122000,1007588,11106
