"","JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
"115201",NA,NA,69,1,310,1,1,1,16,10700,1007588,8303
"115635",1,130,69,6,1530,1,1,1,21,52000,1007588,8303
"115636",NA,NA,71,NA,NA,2,1,1,22,0,1007588,8303
"115947",1,106,74,7,4920,1,1,1,22,485020,1007588,11106
"115948",NA,NA,73,NA,NA,2,1,1,18,21500,1007588,11106
"116275",NA,NA,19,NA,NA,1,5,1,18,4400,1007588,8303
"116398",1,145,81,3,630,1,5,1,22,39500,1007588,11103
"116538",NA,NA,67,1,6420,1,1,1,16,40700,1007588,11103
"116539",NA,NA,64,NA,NA,2,1,1,9,0,1007588,11103
"116540",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11103
"116541",NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
"116542",1,53,68,1,6050,1,4,1,1,30200,1007588,11103
"116543",1,174,40,1,8800,2,4,1,16,6500,1007588,11103
"116544",NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103
"116616",NA,NA,90,NA,NA,2,2,1,16,18000,1007588,11104
"116741",NA,NA,88,NA,NA,2,5,1,22,39500,1007588,11104
"116742",NA,NA,94,NA,NA,2,2,1,21,0,1007588,11104
"116845",NA,NA,82,3,800,2,1,1,22,102000,1007588,11104
"116846",NA,NA,78,NA,NA,1,1,1,24,222000,1007588,11104
"116923",NA,NA,81,NA,NA,1,1,1,16,18900,1007588,11103
"116924",NA,NA,86,NA,NA,2,1,1,7,6700,1007588,11103
"116938",9,103,37,2,420,2,3,1,21,74000,1007588,8303
"116939",9,100,45,4,110,1,3,1,19,84000,1007588,8303
"116978",NA,NA,69,1,5240,2,2,1,20,11400,1007588,11106
"117106",NA,NA,68,6,4920,1,1,1,19,337100,1007588,8303
"117107",NA,NA,64,NA,NA,2,1,1,20,1500,1007588,8303
"117329",1,81,55,1,5120,2,3,1,19,52700,1007588,8303
"117330",NA,NA,16,NA,NA,1,5,1,13,0,1007588,8303
"117331",10,74,27,1,1700,1,5,1,21,150000,1007588,8303
"117445",NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103
"117446",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
"117447",1,89,52,1,5840,2,3,1,19,47800,1007588,11103
"117600",NA,NA,56,1,4510,2,4,1,17,9000,1007588,11103
"117601",1,100,20,1,2540,1,5,1,19,14000,1007588,11103
"117650",1,122,64,7,5120,2,1,1,18,195000,1007588,11106
"117651",NA,NA,70,7,220,1,1,1,21,95700,1007588,11106
"117732",1,103,64,7,430,1,1,1,22,225250,1007588,11106
"117733",1,92,64,1,800,2,1,1,19,41000,1007588,11106
"117792",1,88,63,6,4230,2,2,1,16,21200,1007588,11103
"117793",1,51,33,1,8965,1,5,1,16,40000,1007588,11103
"117987",NA,NA,51,1,6040,2,5,1,19,16100,1007588,11106
"117988",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
"117989",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11106
"117990",1,70,49,1,8650,1,5,1,18,8000,1007588,11106
"118022",NA,NA,18,1,8740,1,5,1,19,30000,1007588,8303
"118052",1,88,33,5,565,2,1,1,22,105000,1007588,11104
"118053",5,100,38,1,1360,1,1,1,21,70000,1007588,11104
"118054",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11104
"118055",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11104
"118134",1,95,59,2,3060,1,1,1,23,244000,1007588,8303
"118135",1,99,52,3,3210,2,1,1,22,31000,1007588,8303
"118197",1,85,53,3,2310,2,1,1,22,40000,1007588,11104
"118198",1,70,50,1,4850,1,1,1,16,40000,1007588,11104
"118199",1,131,22,1,4110,2,5,1,21,9000,1007588,11104
"118200",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11104
"118359",10,100,44,1,5700,2,2,2,18,38000,1007588,8303
"118360",NA,NA,22,1,3600,1,5,1,17,3500,1007588,8303
"118539",NA,NA,79,NA,NA,1,1,1,16,24500,1007588,11106
"118540",NA,NA,83,NA,NA,2,1,1,16,16100,1007588,11106
"118828",NA,NA,70,6,4760,2,2,1,16,51500,1007588,11106
"118865",1,103,59,1,5120,2,3,1,20,53004,1007588,8303
"118866",1,93,32,3,5700,2,1,1,16,40000,1007588,8303
"118867",1,48,25,1,4700,2,1,1,16,27500,1007588,8303
"118868",NA,NA,13,NA,NA,1,5,1,8,NA,1007588,8303
"118869",NA,NA,8,NA,NA,2,5,1,6,NA,1007588,8303
"118870",NA,NA,8,NA,NA,1,5,1,6,NA,1007588,8303
"118871",NA,NA,8,NA,NA,1,5,1,2,NA,1007588,8303
"118872",NA,NA,7,NA,NA,1,5,1,3,NA,1007588,8303
"118873",1,76,35,1,4850,1,1,1,16,62000,1007588,8303
"118874",1,151,34,1,4140,1,1,1,16,29600,1007588,8303
"118906",1,73,39,1,5120,2,1,1,20,47400,1007588,11103
"118907",1,67,35,1,9610,1,1,1,18,41200,1007588,11103
"118908",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
"118909",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"119089",1,88,37,1,9030,1,5,1,19,6000,1007588,11106
"119090",NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11106
"119091",1,107,37,6,4520,2,5,1,16,9800,1007588,11106
"119526",1,98,51,3,60,2,1,1,22,90000,1007588,8303
"119527",1,97,50,3,430,1,1,1,22,90000,1007588,8303
"119755",1,81,55,6,4210,1,1,1,21,70000,1007588,8303
"119756",NA,NA,59,NA,NA,2,1,1,16,0,1007588,8303
"119757",NA,NA,14,NA,NA,2,5,1,8,NA,1007588,8303
"119758",NA,NA,38,1,5700,2,1,1,19,0,1007588,8303
"119759",1,76,33,1,6240,1,5,1,18,40000,1007588,8303
"119760",NA,NA,8,NA,NA,2,5,1,5,NA,1007588,8303
"119761",NA,NA,6,NA,NA,1,5,1,4,NA,1007588,8303
"119762",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303
"119973",1,53,31,1,4850,1,1,1,19,45000,1007588,8303
"119974",1,88,30,3,2310,2,1,1,23,56000,1007588,8303
"119975",NA,NA,5,NA,NA,2,5,1,2,NA,1007588,8303
"119976",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
"120070",1,96,47,1,4230,2,1,1,11,16800,1007588,8303
"120071",NA,NA,18,1,4720,2,5,1,15,2300,1007588,8303
"120072",NA,NA,9,NA,NA,2,5,1,7,NA,1007588,8303
"120100",NA,NA,18,NA,NA,2,5,1,16,29000,1007588,8303
"120321",NA,NA,73,NA,NA,2,2,1,21,20000,1007588,11104
"120662",NA,NA,94,NA,NA,2,2,1,20,0,1007588,11106
"120789",NA,NA,83,NA,NA,1,1,1,22,253800,1007588,8303
"120865",1,96,25,1,4610,2,5,2,16,17000,1007588,11103
"120915",1,56,49,1,9120,1,1,1,7,50000,1007588,11103
"120916",1,198,42,1,8710,2,1,1,6,2000,1007588,11103
"120917",NA,NA,21,NA,NA,2,5,1,19,0,1007588,11103
"120918",NA,NA,17,NA,NA,2,5,1,18,0,1007588,11103
"120919",1,79,40,1,9130,1,1,2,15,38000,1007588,11106
"120920",NA,NA,43,1,4920,2,1,2,16,0,1007588,11106
"120921",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106
"120922",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11106
"120987",NA,NA,73,3,4220,1,3,1,19,15600,1007588,11103
"121308",1,121,34,4,2200,1,1,1,22,17000,1007588,8303
"121309",NA,NA,26,2,2200,2,1,1,22,15000,1007588,8303
"121407",NA,NA,44,NA,NA,2,1,1,19,0,1007588,11106
"121408",1,75,49,3,3740,1,1,1,20,98000,1007588,11106
"121409",1,94,17,1,4720,2,5,1,14,3000,1007588,11106
"121410",NA,NA,14,NA,NA,2,5,1,13,NA,1007588,11106
"121521",1,201,46,6,5510,1,5,1,16,9600,1007588,8303
"121586",NA,NA,56,1,6260,1,1,1,11,0,1007588,11106
"121587",NA,NA,49,1,7750,2,1,1,16,6000,1007588,11106
"121588",1,99,25,1,5860,2,5,2,19,20800,1007588,11106
"121589",1,192,18,1,4020,1,5,1,19,6000,1007588,11106
"121590",1,100,17,1,4760,2,5,1,14,3300,1007588,11106
"121591",NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106
"121592",NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11106
"121593",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
"121729",NA,NA,22,2,1965,1,5,1,19,4000,1007588,8303
"121730",NA,NA,23,1,5620,1,5,1,19,0,1007588,8303
"121731",NA,NA,22,4,3955,1,5,1,19,4000,1007588,8303
"121732",NA,NA,22,4,3955,1,5,1,19,4000,1007588,8303
"121733",1,107,22,1,4020,1,5,1,12,3000,1007588,8303
"121734",NA,NA,22,1,4010,1,5,1,18,30000,1007588,8303
"121735",NA,NA,21,4,4030,1,5,1,21,4000,1007588,8303
"121766",1,63,42,3,3850,1,1,1,21,80000,1007588,11103
"121767",NA,NA,34,3,2000,2,1,1,20,65000,1007588,11103
"121768",NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103
"121769",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
"121770",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
"121877",NA,NA,50,1,20,1,1,1,21,0,1007588,11103
"121878",NA,NA,55,NA,NA,2,1,1,21,0,1007588,11103
"122003",1,132,60,7,2340,1,1,1,20,50000,1007588,11106
"122004",1,109,58,7,2340,2,1,1,21,50000,1007588,11106
"122108",5,94,60,1,800,1,1,1,22,504000,1007588,11106
"122109",NA,NA,59,NA,NA,2,1,1,19,0,1007588,11106
"122293",NA,NA,37,1,4610,2,1,1,16,0,1007588,11103
"122294",1,82,40,1,2600,1,1,1,16,70000,1007588,11103
"122295",NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
"122296",NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11103
"122387",NA,NA,22,1,4220,1,5,2,16,38000,1007588,8303
"122567",1,123,23,1,4720,2,5,1,11,12400,1007588,11103
"122568",NA,NA,11,NA,NA,2,5,1,7,NA,1007588,11103
"122569",NA,NA,10,NA,NA,1,5,1,4,NA,1007588,11103
"122570",1,219,38,1,4110,1,5,2,16,51000,1007588,11103
"122648",5,87,53,3,1220,1,1,1,21,93000,1007588,11104
"122649",1,90,51,3,1220,2,1,1,21,105000,1007588,11104
"122650",NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
"122651",NA,NA,15,NA,NA,2,5,1,12,0,1007588,11104
"122919",1,103,62,3,4610,2,1,1,21,15000,1007588,11106
"122920",1,106,63,1,3255,1,1,1,21,11000,1007588,11106
"122921",1,103,28,1,4760,2,5,1,21,32000,1007588,11106
"123146",NA,NA,86,1,6320,1,2,1,16,2600,1007588,8303
"123192",NA,NA,72,NA,NA,1,1,1,19,25100,1007588,11103
"123193",NA,NA,71,NA,NA,2,1,1,19,23800,1007588,11103
"123248",1,103,30,4,2100,2,5,1,23,117000,1007588,8303
"123249",1,85,43,1,3060,1,3,1,23,350500,1007588,8303
"123298",NA,NA,56,NA,NA,2,1,1,8,0,1007588,11106
"123299",1,79,60,1,6050,1,1,1,9,20000,1007588,11106
"123317",NA,NA,60,6,205,1,3,1,18,150000,1007588,8303
"123325",NA,NA,86,NA,NA,2,2,1,18,30000,1007588,11106
"123391",1,89,21,5,7140,1,5,1,18,28030,1007588,11103
"123434",1,50,58,1,8740,2,5,1,9,56400,1007588,8303
"123435",NA,NA,51,NA,NA,2,3,1,20,8400,1007588,8303
"123436",11,NA,43,1,4610,2,3,1,19,2400,1007588,8303
"123437",NA,NA,25,1,9130,1,5,2,9,28000,1007588,8303
"123438",NA,NA,79,NA,NA,2,2,1,9,0,1007588,8303
"123439",1,77,26,1,4610,2,5,2,19,12000,1007588,8303
"123440",2,102,24,1,4760,1,5,1,16,25000,1007588,8303
"123441",10,124,19,1,4720,2,5,1,16,15000,1007588,8303
"123442",NA,NA,15,NA,NA,2,5,1,10,0,1007588,8303
"123526",1,115,38,6,2100,1,1,1,23,68100,1007588,8303
"123527",1,93,39,1,2100,2,1,1,23,113000,1007588,8303
"123528",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
"123529",NA,NA,5,NA,NA,1,5,1,2,NA,1007588,8303
"123637",NA,NA,88,NA,NA,2,2,1,15,26600,1007588,11103
"123638",NA,NA,47,1,500,1,5,1,20,0,1007588,11103
"123742",1,90,51,1,4850,1,3,1,16,80000,1007588,11104
"123743",1,90,49,1,4700,2,5,1,22,42000,1007588,11104
"123823",NA,NA,22,1,9620,1,5,1,19,1000,1007588,11106
"123840",1,91,39,6,2100,1,5,1,24,40000,1007588,11106
"123841",1,88,45,1,2105,1,5,1,24,42000,1007588,11106
"123842",1,84,44,1,3649,2,3,1,21,24000,1007588,11106
"123905",NA,NA,58,1,9620,1,5,1,21,40000,1007588,11103
"123906",1,99,59,1,420,2,3,1,19,39000,1007588,11103
"123915",1,81,47,1,5300,2,3,1,18,12000,1007588,11103
"123916",NA,NA,21,NA,NA,2,1,1,15,0,1007588,11103
"124077",1,96,30,1,50,2,5,1,21,35000,1007588,8303
"124144",1,92,32,1,3320,2,1,1,23,50000,1007588,11106
"124145",1,198,39,1,9130,1,1,1,19,20000,1007588,11106
"124146",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11106
"124147",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11106
"124779",NA,NA,65,NA,NA,1,5,1,19,18600,1007588,11103
"125038",1,95,55,1,300,1,1,1,24,520200,1007588,8303
"125039",NA,NA,54,NA,NA,2,1,1,24,0,1007588,8303
"125040",NA,NA,18,3,1005,1,5,1,18,7500,1007588,8303
"125041",NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303
"125226",NA,NA,59,NA,NA,1,5,1,19,24120,1007588,11103
"125273",1,82,68,6,4700,1,1,1,1,30000,1007588,11103
"125274",NA,NA,63,1,8740,2,1,1,19,21000,1007588,11103
"125299",1,114,47,3,3850,2,5,1,20,85000,1007588,11106
"125741",NA,NA,39,1,8740,2,5,1,18,18300,1007588,11103
"125742",NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103
"125844",NA,NA,86,NA,NA,2,2,1,1,15100,1007588,11103
"125845",1,58,29,1,9620,1,5,1,19,6000,1007588,11103
"125850",NA,NA,83,6,2710,1,1,1,24,22000,1007588,11103
"125851",NA,NA,72,NA,NA,2,1,1,22,19200,1007588,11103
"125914",NA,NA,19,6,4600,2,5,1,18,2000,1007588,8303
"126106",NA,NA,87,NA,NA,2,2,1,22,71700,1007588,11106
"126236",1,90,54,1,3655,2,1,1,20,7500,1007588,11104
"126237",1,67,66,1,5940,1,1,1,18,122000,1007588,11104
"126238",1,67,20,1,2630,1,5,1,18,25000,1007588,11104
"126303",1,77,43,1,3255,2,1,1,20,60000,1007588,11106
"126304",1,80,44,1,6355,1,1,1,19,117600,1007588,11106
"126305",NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11106
"126306",NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106
"126307",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11106
"126638",11,NA,38,7,1030,1,5,1,16,20000,1007588,11104
"126639",11,NA,23,1,740,1,5,1,21,39030,1007588,11104
"126865",1,108,59,6,120,2,1,1,16,108000,1007588,11104
"126866",1,84,58,7,430,1,1,1,16,214000,1007588,11104
"126872",1,73,57,5,1530,1,1,1,21,116000,1007588,11103
"126873",1,73,50,1,2830,2,1,1,17,72000,1007588,11103
"126899",NA,NA,79,NA,NA,2,5,1,16,18000,1007588,8303
"126900",1,60,46,1,4700,2,5,1,16,35000,1007588,8303
"126933",NA,NA,57,5,5240,1,5,1,18,57600,1007588,11104
"127034",NA,NA,71,7,10,1,1,1,20,50600,1007588,11106
"127035",1,99,55,1,4700,2,1,1,19,35000,1007588,11106
"127036",1,106,25,1,800,2,5,1,21,50000,1007588,11106
"127037",1,101,24,1,8740,2,5,1,20,6600,1007588,11106
"127038",NA,NA,94,NA,NA,2,2,1,16,13200,1007588,11106
"127083",1,80,38,1,7700,1,1,1,21,80000,1007588,11103
"127084",1,89,35,1,120,2,1,1,18,60000,1007588,11103
"127085",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
"127214",NA,NA,88,NA,NA,2,2,1,14,10900,1007588,11103
"127225",1,81,19,1,9350,2,5,1,16,4200,1007588,8303
"127226",1,180,19,1,4150,2,5,1,19,8200,1007588,8303
"127227",NA,NA,19,1,4840,2,5,1,19,1800,1007588,8303
"127264",NA,NA,84,NA,NA,2,5,1,18,56200,1007588,11106
"127280",1,109,26,4,4020,1,5,1,19,18000,1007588,11104
"127281",1,121,27,1,4720,2,5,1,15,13200,1007588,11104
"127445",1,170,56,1,9620,1,5,1,15,3640,1007588,8303
"127531",1,274,56,1,3600,2,1,1,6,20000,1007588,11103
"127532",1,74,62,1,3600,1,1,1,7,30000,1007588,11103
"127533",NA,NA,34,1,4760,2,5,1,20,0,1007588,11103
"127534",1,82,32,1,7200,1,5,1,19,39000,1007588,11103
"127535",NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11103
"127552",1,97,64,2,2200,1,1,1,24,160000,1007588,11106
"127553",NA,NA,66,NA,NA,2,1,1,22,90000,1007588,11106
"127643",1,108,28,1,800,2,5,1,22,98000,1007588,11106
"128184",1,94,58,6,6230,1,1,1,21,42630,1007588,11104
"128185",1,122,58,2,2010,2,1,1,22,57000,1007588,11104
"128237",NA,NA,77,NA,NA,2,2,1,16,17300,1007588,8303
"128238",NA,NA,56,NA,NA,1,3,1,21,15500,1007588,8303
"128242",1,68,30,1,6050,1,5,2,9,10000,1007588,11103
"128243",1,68,49,1,6050,1,5,2,9,13000,1007588,11103
"128244",1,74,45,1,6050,1,5,2,9,13000,1007588,11103
"128245",1,76,34,1,6050,1,5,2,9,20000,1007588,11103
"128246",1,63,29,1,6050,1,5,2,9,25000,1007588,11103
"128247",1,68,24,1,6050,1,4,2,9,10000,1007588,11103
"128248",1,68,22,1,6050,1,1,2,9,10000,1007588,11103
"128462",1,77,55,1,140,2,1,1,16,74000,1007588,8303
"128463",1,82,59,1,7750,1,1,1,17,35000,1007588,8303
"128464",NA,NA,29,1,800,1,5,1,21,75000,1007588,8303
"128586",1,89,49,3,2310,2,1,1,22,24000,1007588,8303
"128587",1,126,51,1,4760,1,1,1,20,36000,1007588,8303
"128588",1,103,21,1,5510,1,5,2,19,10000,1007588,8303
"128679",NA,NA,78,NA,NA,1,1,1,18,84100,1007588,11104
"128680",NA,NA,74,NA,NA,2,1,1,18,9500,1007588,11104
"128764",NA,NA,69,1,5620,1,1,1,16,21700,1007588,11103
"128765",NA,NA,67,NA,NA,2,1,1,16,7000,1007588,11103
"128766",NA,NA,45,NA,NA,2,3,2,7,12000,1007588,11103
"128767",1,120,23,1,4150,2,5,1,16,5000,1007588,11103
"128768",1,120,22,1,5520,1,5,1,18,4000,1007588,11103
"128906",NA,NA,24,2,4600,2,5,1,19,6000,1007588,8303
"128907",NA,NA,77,6,3255,2,2,1,19,86600,1007588,11106
"128908",1,92,54,1,4700,2,3,1,14,22080,1007588,11106
"128909",1,274,28,1,2010,1,5,1,20,20000,1007588,11106
"129280",1,94,60,3,2100,1,1,1,23,222000,1007588,8303
"129281",NA,NA,53,NA,NA,2,1,1,19,0,1007588,8303
"129282",1,193,19,6,4600,2,5,1,19,2000,1007588,8303
"129283",NA,NA,15,NA,NA,1,5,1,11,0,1007588,8303
"129360",1,96,54,1,3245,2,1,1,21,10000,1007588,11104
"129361",2,76,51,1,8740,1,1,1,21,60000,1007588,11104
"129362",NA,NA,21,NA,NA,1,5,1,19,0,1007588,11104
"129529",1,87,42,1,1530,1,1,1,22,113000,1007588,11104
"129530",1,85,36,3,3540,2,1,1,22,76000,1007588,11104
"129568",NA,NA,37,NA,NA,2,1,1,16,0,1007588,11103
"129569",1,106,38,1,430,1,1,1,18,50000,1007588,11103
"129570",NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
"129571",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
"129572",NA,NA,8,NA,NA,2,5,1,6,NA,1007588,11103
"129573",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
"129574",1,106,60,7,120,1,1,1,20,20000,1007588,11103
"129667",1,116,48,1,430,1,1,1,21,90000,1007588,8303
"129668",1,114,50,1,4800,2,1,1,19,90000,1007588,8303
"129669",NA,NA,13,NA,NA,1,5,1,10,NA,1007588,8303
"129813",NA,NA,19,1,4760,1,5,1,19,1000,1007588,8303
"129814",NA,NA,19,1,4720,1,5,1,19,0,1007588,8303
"129815",NA,NA,19,NA,NA,1,5,1,19,0,1007588,8303
"129816",NA,NA,18,1,4760,1,5,1,19,5300,1007588,8303
"129854",1,61,51,1,4220,1,1,2,12,36000,1007588,11103
"129855",1,195,39,2,5240,2,1,2,16,25000,1007588,11103
"129856",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11103
"129857",NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11103
"129858",NA,NA,7,NA,NA,1,5,1,3,NA,1007588,11103
"129909",1,98,56,1,5700,2,1,1,16,42200,1007588,11103
"129910",1,94,57,1,9610,1,1,1,1,17300,1007588,11103
"129911",1,90,29,1,7200,1,1,1,19,34600,1007588,11103
"129912",2,92,29,1,800,2,1,2,19,27100,1007588,11103
"129927",10,83,18,4,5400,2,5,1,19,1700,1007588,8303
"130329",1,81,61,1,6260,1,1,2,9,26700,1007588,11103
"130330",NA,NA,55,NA,NA,2,1,2,16,0,1007588,11103
"130331",11,NA,48,1,2630,2,1,2,21,60000,1007588,11103
"130332",1,130,47,2,3255,2,5,1,21,52000,1007588,11103
"130398",2,77,39,1,6050,1,1,2,14,9600,1007588,11103
"130458",1,91,32,1,310,2,5,1,20,65000,1007588,8303
"130459",1,80,23,1,910,1,5,2,21,49000,1007588,8303
"130460",1,87,22,3,800,2,5,1,21,50000,1007588,8303
"130461",12,3,33,1,5700,1,5,1,21,26700,1007588,8303
"130498",1,77,58,1,6050,1,1,1,6,22000,1007588,11103
"130499",1,88,57,1,6050,2,1,1,12,22000,1007588,11103
"130500",1,94,28,1,735,2,5,1,21,50000,1007588,11103
"131364",1,104,55,6,4510,2,1,1,18,113000,1007588,8303
"131365",1,51,58,1,5520,1,1,1,19,33600,1007588,8303
"131522",10,88,60,3,2310,1,3,1,22,108000,1007588,8303
"131523",1,90,49,1,5120,2,3,1,21,45000,1007588,8303
"131524",1,181,17,1,5400,2,5,1,15,1000,1007588,8303
"131596",NA,NA,82,NA,NA,2,2,1,16,20000,1007588,8303
"131662",1,98,48,1,3649,1,1,1,21,30000,1007588,8303
"131663",1,49,48,1,3255,2,1,1,21,100000,1007588,8303
"131664",1,122,22,1,7800,2,5,1,20,5000,1007588,8303
"131665",NA,NA,16,NA,NA,2,5,1,14,0,1007588,8303
"131666",NA,NA,11,NA,NA,2,5,1,9,NA,1007588,8303
"131667",NA,NA,8,NA,NA,2,5,1,6,NA,1007588,8303
"131968",8,85,58,6,2040,1,1,1,22,95000,1007588,8303
"131969",NA,NA,58,6,2310,2,1,1,23,41000,1007588,8303
"132061",1,82,55,1,8740,2,1,1,16,18000,1007588,11103
"132062",1,172,60,1,7750,1,1,1,19,40000,1007588,11103
"132063",NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11103
"132064",NA,NA,83,NA,NA,2,2,1,9,8400,1007588,11103
"132113",NA,NA,63,1,6050,1,2,1,20,54700,1007588,11103
"132114",NA,NA,40,1,6050,1,1,2,8,0,1007588,11103
"132115",NA,NA,17,NA,NA,2,5,1,14,0,1007588,11103
"132116",NA,NA,10,NA,NA,2,5,1,6,NA,1007588,11103
"132117",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
"132118",1,87,43,1,6050,2,1,2,9,15000,1007588,11103
"132154",NA,NA,51,NA,NA,2,2,1,16,1500,1007588,8303
"132261",NA,NA,23,NA,NA,1,5,1,14,10000,1007588,11104
"132541",NA,NA,75,NA,NA,2,2,1,16,60000,1007588,11104
"132584",1,94,27,3,5940,2,5,1,22,53000,1007588,8303
"132585",1,108,27,1,1020,1,5,1,21,121000,1007588,8303
"132589",NA,NA,18,9,9920,2,5,2,19,12000,1007588,8303
"132632",5,88,54,3,710,1,1,1,21,114500,1007588,11106
"132633",5,91,53,1,5700,2,1,1,21,87800,1007588,11106
"133237",1,100,61,1,4850,1,1,1,21,50000,1007588,11106
"133238",1,87,59,2,2310,2,1,1,21,20000,1007588,11106
"133239",NA,NA,20,1,5620,1,5,1,19,500,1007588,11106
"133240",NA,NA,17,NA,NA,2,5,1,16,0,1007588,11106
"133243",NA,NA,36,NA,NA,2,1,1,19,0,1007588,11103
"133244",1,178,42,3,4220,1,1,1,19,35000,1007588,11103
"133245",NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11103
"133246",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
"133247",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
"133248",NA,NA,86,NA,NA,1,1,1,9,10800,1007588,11103
"133249",NA,NA,81,NA,NA,2,1,1,9,8200,1007588,11103
"133323",NA,NA,47,4,6010,2,1,1,17,35000,1007588,11103
"133324",NA,NA,61,6,205,1,1,1,1,60000,1007588,11103
"133325",1,149,27,3,4600,2,5,1,21,18000,1007588,11103
"133326",1,150,25,3,230,2,5,1,20,15000,1007588,11103
"133327",1,105,21,3,5820,1,5,1,20,27440,1007588,11103
"133365",10,264,19,1,5240,2,5,1,18,3000,1007588,11106
"133461",9,94,30,1,7200,1,5,1,21,60000,1007588,8303
"133504",1,93,60,5,1530,1,1,1,24,120500,1007588,11106
"133505",NA,NA,46,NA,NA,2,1,1,20,0,1007588,11106
"133517",1,157,71,3,2330,2,2,1,21,44000,1007588,8303
"133536",NA,NA,32,NA,NA,1,3,1,8,0,1007588,11104
"133680",NA,NA,68,NA,NA,1,1,1,22,113800,1007588,8303
"133681",NA,NA,69,NA,NA,2,1,1,21,18400,1007588,8303
"133766",NA,NA,90,NA,NA,1,3,1,16,20000,1007588,8303
"134377",1,110,57,1,4230,2,1,1,20,12000,1007588,11106
"134378",1,100,57,1,5610,1,1,1,20,47000,1007588,11106
"134668",1,107,45,7,410,1,1,1,19,64000,1007588,8303
"134669",1,130,44,1,4610,2,1,1,19,2400,1007588,8303
"134670",NA,NA,13,NA,NA,1,5,1,10,NA,1007588,8303
"134671",NA,NA,11,NA,NA,1,5,1,7,NA,1007588,8303
"134858",NA,NA,39,4,2310,2,1,1,22,39000,1007588,8303
"134859",NA,NA,39,4,2320,1,1,1,22,78000,1007588,8303
"134860",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
"134861",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,8303
"134926",NA,NA,56,NA,NA,1,1,1,15,10000,1007588,8303
"134927",1,102,52,1,4110,2,1,1,1,5000,1007588,8303
"134928",1,96,32,1,5240,2,5,1,16,12000,1007588,8303
"134929",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,8303
"134930",NA,NA,11,NA,NA,2,5,1,8,NA,1007588,8303
"134931",NA,NA,40,NA,NA,2,5,1,17,6500,1007588,8303
"134953",NA,NA,67,NA,NA,1,1,1,19,72000,1007588,11104
"134954",NA,NA,64,NA,NA,2,1,1,19,0,1007588,11104
"134955",1,202,27,1,4010,1,5,1,16,70000,1007588,11104
"134977",NA,NA,40,1,6260,1,4,2,9,0,1007588,8303
"135029",NA,NA,80,NA,NA,1,3,1,22,50000,1007588,8303
"135067",NA,NA,68,1,7700,1,3,1,16,75000,1007588,11106
