"","JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
"290085",2,68,41,1,410,2,1,1,19,140000,1007588,11104
"290086",NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11104
"290087",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
"290172",1,94,46,1,800,1,1,1,21,50000,1007588,8303
"290173",1,91,42,4,800,2,1,1,21,50000,1007588,8303
"290174",NA,NA,10,NA,NA,1,5,1,8,NA,1007588,8303
"290175",NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303
"290210",NA,NA,73,NA,NA,2,3,1,1,7800,1007588,11104
"290211",1,92,25,3,1050,2,5,1,17,60000,1007588,11104
"290278",NA,NA,76,NA,NA,2,1,1,18,7600,1007588,8303
"290355",NA,NA,59,NA,NA,2,1,1,20,49500,1007588,8303
"290356",1,65,59,4,1050,1,1,1,20,93000,1007588,8303
"290391",1,92,61,1,800,2,2,1,21,70000,1007588,11106
"290545",1,96,48,1,800,2,3,1,21,102000,1007588,11106
"290562",1,73,53,3,230,2,1,1,22,140000,1007588,8303
"290563",5,112,57,4,2200,1,1,1,21,50000,1007588,8303
"290564",NA,NA,15,NA,NA,1,5,1,12,10000,1007588,8303
"290565",NA,NA,12,NA,NA,2,5,1,8,NA,1007588,8303
"290596",1,93,31,1,160,1,1,1,18,49000,1007588,11103
"290597",NA,NA,29,1,3600,2,1,1,20,330,1007588,11103
"290700",1,95,58,1,1550,1,1,1,21,105000,1007588,8303
"290701",1,100,51,2,150,2,1,1,21,45000,1007588,8303
"291169",1,97,52,1,136,1,1,1,21,200000,1007588,11106
"291170",NA,NA,52,1,8740,2,1,1,15,20000,1007588,11106
"291171",NA,NA,17,NA,NA,1,1,1,14,0,1007588,11106
"291305",1,91,30,1,710,1,1,1,21,50000,1007588,8303
"291306",1,94,30,2,3250,2,1,1,23,110000,1007588,8303
"291375",1,169,42,3,3850,1,1,1,21,130000,1007588,11106
"291376",1,94,35,7,3010,2,1,1,23,39000,1007588,11106
"291377",NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106
"291378",NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11106
"291633",NA,NA,18,1,4030,2,5,1,19,0,1007588,8303
"291675",NA,NA,79,3,10,2,2,1,21,204000,1007588,11106
"291701",1,219,42,4,3255,2,1,1,20,129000,1007588,11106
"291702",1,106,47,7,2630,1,1,1,19,75000,1007588,11106
"291769",1,100,40,1,4710,1,1,1,20,117000,1007588,11106
"291770",NA,NA,40,6,4510,2,1,1,19,0,1007588,11106
"291771",NA,NA,11,NA,NA,1,5,1,7,NA,1007588,11106
"291772",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
"291775",NA,NA,74,NA,NA,2,2,1,12,0,1007588,11104
"291776",NA,NA,48,1,4700,1,1,1,18,0,1007588,11104
"291777",NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11104
"291778",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104
"291779",1,88,45,1,4840,2,1,1,18,65000,1007588,11104
"291919",NA,NA,66,5,1460,1,1,1,22,70000,1007588,11106
"291920",11,NA,58,6,1420,2,1,1,22,212000,1007588,11106
"292009",1,94,62,1,20,1,1,1,23,117000,1007588,11106
"292010",1,112,59,1,540,2,1,1,22,65000,1007588,11106
"292215",NA,NA,61,1,650,2,1,1,1,0,1007588,11103
"292216",NA,NA,64,6,6230,1,1,1,7,12600,1007588,11103
"292217",1,88,37,3,725,2,3,1,14,36600,1007588,11103
"292218",NA,NA,16,NA,NA,2,5,1,13,0,1007588,11103
"292219",NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103
"292220",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
"292304",1,60,32,1,3535,2,3,2,17,35000,1007588,11103
"292305",NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11103
"292306",NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103
"292307",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
"292308",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11103
"292309",1,177,29,1,310,1,5,2,11,25000,1007588,11103
"292462",NA,NA,39,1,2300,2,5,1,20,9900,1007588,11103
"292474",NA,NA,66,6,205,1,1,1,21,77500,1007588,11106
"292475",NA,NA,65,2,2310,2,1,1,21,95200,1007588,11106
"292476",NA,NA,82,4,2200,1,1,1,22,126700,1007588,11104
"292477",NA,NA,62,NA,NA,2,1,2,21,6600,1007588,11104
"292494",1,75,31,7,2160,1,1,1,21,55000,1007588,11103
"292495",1,78,32,1,5940,2,1,1,19,30000,1007588,11103
"292496",NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11103
"292497",NA,NA,8,NA,NA,2,5,1,4,NA,1007588,11103
"292505",1,82,46,6,710,2,1,1,22,36000,1007588,11104
"292506",1,103,46,1,4700,1,1,1,22,60000,1007588,11104
"292507",NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11104
"292508",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11104
"292591",1,73,62,5,1550,1,1,1,20,91600,1007588,11106
"292592",NA,NA,55,1,5240,2,1,1,16,27000,1007588,11106
"292608",NA,NA,31,5,7140,1,5,1,19,38000,1007588,11104
"292609",1,91,30,1,4710,2,5,1,16,37200,1007588,11104
"292625",NA,NA,65,3,2330,2,1,1,19,48200,1007588,11106
"292626",1,90,60,6,220,1,1,1,18,80000,1007588,11106
"292738",NA,NA,79,NA,NA,1,1,1,19,55100,1007588,8303
"292739",NA,NA,82,NA,NA,2,1,1,14,15000,1007588,8303
"292740",1,111,28,2,420,2,1,1,21,45000,1007588,11104
"292741",10,102,32,6,4350,1,1,1,19,23000,1007588,11104
"292742",1,112,27,1,5240,1,5,2,19,15000,1007588,11104
"293087",NA,NA,30,NA,NA,1,5,1,17,11100,1007588,8303
"293324",NA,NA,18,NA,NA,1,5,1,18,15000,1007588,8303
"293653",1,67,47,7,3060,1,1,1,23,544000,1007588,11106
"293654",NA,NA,47,NA,NA,2,1,1,21,40000,1007588,11106
"293655",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
"293656",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
"293657",NA,NA,16,NA,NA,2,5,1,14,6000,1007588,11106
"293687",10,151,25,1,9620,1,5,1,19,21200,1007588,11106
"293761",9,36,51,1,4610,1,5,1,12,30000,1007588,8303
"293786",NA,NA,19,1,4760,2,5,1,18,23000,1007588,8303
"294445",9,125,20,4,3645,2,5,1,19,22000,1007588,8303
"294473",10,130,21,2,4430,1,5,1,19,30101,1007588,8303
"294507",1,108,69,1,4250,1,2,1,14,27500,1007588,8303
"294508",10,97,46,4,4120,2,5,2,17,6000,1007588,8303
"294509",NA,NA,9,NA,NA,1,5,1,8,NA,1007588,8303
"294510",NA,NA,9,NA,NA,1,5,1,8,NA,1007588,8303
"294781",1,123,63,6,2000,2,5,1,22,63510,1007588,8303
"294890",1,88,78,1,5620,1,3,1,16,75630,1007588,11104
"295102",11,NA,57,6,2830,2,5,1,21,19500,1007588,8303
"295103",NA,NA,21,1,4020,2,5,1,19,0,1007588,8303
"295171",1,96,42,3,800,2,4,1,21,55000,1007588,11103
"295172",NA,NA,16,NA,NA,2,5,2,13,0,1007588,11103
"295173",NA,NA,11,NA,NA,1,5,2,7,NA,1007588,11103
"295616",1,70,59,5,5550,1,1,1,19,66000,1007588,11103
"295617",1,106,57,1,350,2,1,1,22,110000,1007588,11103
"295618",1,106,18,4,2340,2,5,1,19,10100,1007588,11103
"295803",NA,NA,82,NA,NA,1,1,1,21,4800,1007588,8303
"295804",NA,NA,79,NA,NA,2,1,1,21,6000,1007588,8303
"295845",1,96,52,1,5940,2,5,1,21,65100,1007588,8303
"295923",1,75,32,1,6050,2,1,2,1,10000,1007588,11103
"295924",1,75,35,1,6050,1,1,2,1,10000,1007588,11103
"295925",NA,NA,16,NA,NA,2,5,2,14,0,1007588,11103
"295926",NA,NA,13,NA,NA,1,5,2,11,NA,1007588,11103
"295927",NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11103
"295981",NA,NA,61,1,5140,2,2,1,19,0,1007588,11103
"296034",1,141,55,1,410,2,3,1,21,42000,1007588,8303
"296035",1,141,31,1,5110,2,5,1,16,40000,1007588,8303
"296036",9,100,25,1,5610,1,5,1,17,7000,1007588,8303
"296141",NA,NA,25,1,50,1,5,1,19,10300,1007588,8303
"296386",1,90,32,1,800,1,1,1,21,96000,1007588,8303
"296387",NA,NA,32,1,1020,2,1,1,21,85000,1007588,8303
"296388",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
"296389",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303
"296677",1,103,40,1,4000,1,3,1,16,50000,1007588,11104
"296678",1,94,31,4,5150,2,5,1,21,35000,1007588,11104
"296969",1,96,36,1,1530,1,1,1,19,99000,1007588,11104
"296970",NA,NA,36,1,8740,2,1,1,19,48000,1007588,11104
"296971",NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11104
"296972",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11104
"297043",NA,NA,83,NA,NA,2,3,1,16,12600,1007588,8303
"297359",1,100,27,6,1700,1,5,1,24,31500,1007588,8303
"297360",1,100,24,1,4530,1,5,1,21,5000,1007588,8303
"297409",NA,NA,27,1,6355,1,5,1,14,31000,1007588,11104
"297648",1,66,53,1,6230,1,5,1,18,36000,1007588,11103
"297649",1,166,21,1,3930,1,5,1,18,12000,1007588,11103
"297650",NA,NA,19,1,4050,2,5,1,16,0,1007588,11103
"297775",1,95,51,6,800,2,5,1,23,349001,1007588,8303
"297814",1,92,40,2,3500,2,4,1,20,58000,1007588,8303
"297815",1,152,42,1,9620,1,4,1,15,20000,1007588,8303
"297847",1,89,70,7,10,1,1,1,21,75000,1007588,8303
"297848",NA,NA,70,NA,NA,2,1,1,22,0,1007588,8303
"298039",1,88,48,1,5400,1,1,1,18,86600,1007588,8303
"298040",1,89,42,1,120,2,1,1,21,75000,1007588,8303
"298041",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,8303
"298042",NA,NA,31,NA,NA,2,5,1,19,8400,1007588,8303
"298043",NA,NA,28,8,9140,1,5,1,18,22700,1007588,8303
"298044",1,73,31,1,1006,1,5,2,22,17500,1007588,8303
"298485",12,124,39,7,10,1,1,1,19,200000,1007588,8303
"298486",NA,NA,37,6,2600,2,1,1,21,750,1007588,8303
"298487",NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303
"298488",NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303
"298816",1,88,36,1,410,2,3,1,16,36400,1007588,11103
"298817",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
"298818",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
"298819",1,83,36,1,6360,1,5,1,13,50000,1007588,11103
"299038",1,83,46,3,3850,1,2,1,22,190200,1007588,11104
"299039",NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
"299177",1,101,25,1,1530,1,1,1,21,70000,1007588,8303
"299178",1,88,23,1,1020,2,1,1,21,55000,1007588,8303
"299239",NA,NA,79,NA,NA,1,1,1,21,18800,1007588,11106
"299240",NA,NA,71,NA,NA,2,1,1,19,15200,1007588,11106
"299244",NA,NA,59,NA,NA,2,5,1,22,120000,1007588,8303
"299483",11,NA,72,2,5240,1,1,1,20,48700,1007588,8303
"299484",NA,NA,71,1,1430,2,1,1,19,11500,1007588,8303
"299584",11,NA,55,7,2710,1,1,1,15,63000,1007588,8303
"299585",NA,NA,56,NA,NA,2,1,1,15,0,1007588,8303
"299586",NA,NA,17,NA,NA,1,5,1,15,0,1007588,8303
"299661",1,100,44,1,5700,2,3,1,19,109000,1007588,11103
"299662",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103
"299701",1,100,40,1,4700,1,5,1,19,58000,1007588,11104
"299702",1,112,29,1,5700,2,5,1,18,24000,1007588,11104
"299703",NA,NA,27,1,5620,1,5,1,16,3000,1007588,11104
"299704",1,145,24,1,4760,1,5,1,16,28000,1007588,11104
"299705",NA,NA,16,NA,NA,1,5,1,14,0,1007588,11104
"299706",NA,NA,12,NA,NA,1,5,1,11,NA,1007588,11104
"299726",NA,NA,81,NA,NA,1,1,1,11,24000,1007588,11103
"299727",NA,NA,81,NA,NA,2,1,1,16,8400,1007588,11103
"299882",NA,NA,80,NA,NA,2,3,1,20,73800,1007588,8303
"299916",NA,NA,87,NA,NA,1,2,1,22,18100,1007588,11104
"299927",1,76,51,1,8220,2,3,1,19,30000,1007588,11104
"300003",1,89,50,4,2320,2,5,1,21,75000,1007588,8303
"300088",1,181,44,1,5000,2,1,1,18,100000,1007588,8303
"300089",1,84,44,3,3800,1,1,1,18,75000,1007588,8303
"300090",NA,NA,17,NA,NA,2,5,1,13,0,1007588,8303
"300091",NA,NA,14,NA,NA,2,5,1,12,NA,1007588,8303
"300286",NA,NA,67,1,940,1,1,1,23,21200,1007588,11103
"300287",1,63,62,2,3255,2,1,1,21,84000,1007588,11103
"300389",NA,NA,22,4,1965,1,5,1,19,4000,1007588,8303
"300669",NA,NA,72,NA,NA,2,5,1,21,38600,1007588,8303
"300670",1,99,32,1,4020,1,5,1,19,25900,1007588,8303
"300684",NA,NA,65,NA,NA,2,5,1,21,14700,1007588,8303
"300720",NA,NA,57,1,5700,2,1,1,18,29000,1007588,11106
"300721",11,NA,60,3,2015,1,1,1,21,209000,1007588,11106
"300753",1,70,72,5,3850,1,1,1,21,222500,1007588,11106
"300754",NA,NA,67,NA,NA,2,1,1,21,50100,1007588,11106
"300953",NA,NA,34,3,2330,2,1,1,22,59500,1007588,11104
"300954",1,63,35,1,430,1,1,1,21,126000,1007588,11104
"300955",NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104
"300956",NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11104
"300957",NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11104
"300958",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11104
"301067",NA,NA,49,7,2600,1,3,2,16,6000,1007588,11104
"301068",NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11104
"301196",11,NA,47,4,4610,2,3,2,21,28000,1007588,11104
"301197",NA,NA,12,NA,NA,1,5,2,9,NA,1007588,11104
"301198",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11104
"301199",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11104
"301206",NA,NA,77,NA,NA,1,2,1,14,53000,1007588,8303
"301207",NA,NA,46,NA,NA,2,5,1,16,1500,1007588,8303
"301311",NA,NA,50,NA,NA,2,5,1,15,7500,1007588,8303
"301332",1,82,48,1,9600,1,1,2,1,25100,1007588,11103
"301333",NA,NA,47,1,6050,2,1,1,1,2500,1007588,11103
"301334",NA,NA,17,1,6050,1,5,1,14,800,1007588,11103
"301335",NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11103
"301336",NA,NA,8,NA,NA,2,5,1,6,NA,1007588,11103
"301408",1,66,49,1,9600,1,3,1,9,28000,1007588,11103
"301409",NA,NA,19,1,4720,2,5,1,16,3600,1007588,11103
"301410",1,42,51,1,8300,2,3,1,12,27000,1007588,11103
"301487",NA,NA,94,NA,NA,2,2,1,18,15910,1007588,11104
"301692",1,63,35,1,6050,2,4,2,9,18000,1007588,11103
"301693",NA,NA,18,NA,NA,2,5,2,19,0,1007588,11103
"301694",NA,NA,17,NA,NA,2,5,2,14,0,1007588,11103
"301695",NA,NA,16,NA,NA,1,5,2,12,0,1007588,11103
"301696",NA,NA,12,NA,NA,1,5,2,10,NA,1007588,11103
"301697",NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103
"301698",1,63,41,1,6050,1,5,2,1,18000,1007588,11103
"301699",1,63,40,1,6050,1,5,2,17,18000,1007588,11103
"301871",1,95,26,3,5810,2,5,1,21,62000,1007588,8303
"302253",10,199,19,1,4150,1,5,1,19,4100,1007588,8303
"302305",NA,NA,74,NA,NA,2,1,1,21,8400,1007588,8303
"302306",11,NA,79,6,710,1,1,1,23,71400,1007588,8303
"302322",1,67,55,1,8740,1,1,1,16,39000,1007588,8303
"302323",1,107,61,3,2310,2,1,1,21,1500,1007588,8303
"302497",1,170,69,6,2720,1,1,1,22,16400,1007588,8303
"302498",NA,NA,66,NA,NA,2,1,1,21,0,1007588,8303
"302546",NA,NA,81,NA,NA,2,2,1,15,14200,1007588,11103
"302612",9,95,31,2,3245,2,1,1,22,50000,1007588,11106
"302613",1,82,31,2,2010,2,1,1,22,61000,1007588,11106
"302622",1,88,45,3,3740,1,1,1,20,125000,1007588,8303
"302623",NA,NA,43,NA,NA,2,1,1,16,0,1007588,8303
"302624",NA,NA,21,NA,NA,2,5,1,20,0,1007588,8303
"302625",NA,NA,16,NA,NA,2,5,1,14,0,1007588,8303
"302626",NA,NA,14,NA,NA,1,5,1,10,NA,1007588,8303
"302661",NA,NA,85,NA,NA,1,1,1,17,33800,1007588,11106
"302662",NA,NA,79,NA,NA,2,1,1,12,7900,1007588,11106
"302746",1,72,48,5,565,2,3,1,22,89000,1007588,11103
"302747",1,203,24,7,4040,2,5,1,19,20000,1007588,11103
"302748",1,74,19,1,8965,2,5,1,16,6000,1007588,11103
"302749",NA,NA,11,NA,NA,2,5,1,9,NA,1007588,11103
"302943",NA,NA,22,NA,NA,2,5,1,19,2000,1007588,8303
"303164",1,93,25,1,4850,1,5,1,21,25000,1007588,11104
"303165",1,91,25,1,4760,1,5,1,21,30000,1007588,11104
"303166",NA,NA,26,1,2825,2,5,1,16,30000,1007588,11104
"303167",NA,NA,43,6,4920,1,1,1,16,50050,1007588,11103
"303168",1,108,39,6,4510,2,1,1,17,90000,1007588,11103
"303169",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"303216",NA,NA,85,NA,NA,2,5,1,9,40000,1007588,8303
"303523",1,270,37,1,8965,1,1,1,16,50000,1007588,11103
"303524",NA,NA,31,1,5610,2,1,1,16,23000,1007588,11103
"303525",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"303526",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
"303538",NA,NA,18,9,9920,1,5,1,18,4,1007588,8303
"303544",1,96,73,1,4760,2,3,1,16,13300,1007588,8303
"303545",NA,NA,71,NA,NA,1,5,1,23,12700,1007588,8303
"303628",9,16,19,1,4150,1,5,1,18,4100,1007588,8303
"303792",NA,NA,30,6,6230,1,5,1,19,75000,1007588,11104
"303793",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104
"303794",NA,NA,29,1,3520,2,5,2,16,25000,1007588,11104
"303821",1,148,58,6,5900,2,3,1,20,35000,1007588,11103
"303822",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
"303823",NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103
"303824",NA,NA,63,9,9920,2,5,1,21,0,1007588,11103
"304132",1,76,51,7,2630,1,5,2,19,54000,1007588,11103
"304133",1,82,48,6,4510,2,5,1,18,19600,1007588,11103
"304137",NA,NA,67,1,4230,2,2,1,14,27100,1007588,8303
"304138",NA,NA,48,6,6260,1,1,1,14,10000,1007588,8303
"304139",NA,NA,31,NA,NA,1,5,2,16,0,1007588,8303
"304140",NA,NA,28,NA,NA,1,5,1,16,1000,1007588,8303
"304141",NA,NA,7,NA,NA,2,5,1,3,NA,1007588,8303
"304142",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
"304143",NA,NA,49,NA,NA,2,1,1,17,0,1007588,8303
"304144",1,81,29,1,5860,2,5,1,17,27000,1007588,8303
"304242",NA,NA,75,NA,NA,1,1,1,22,46900,1007588,11103
"304243",NA,NA,72,NA,NA,2,1,1,19,12100,1007588,11103
"304373",NA,NA,86,NA,NA,2,2,1,19,11300,1007588,8303
"304902",1,144,72,1,410,1,1,1,21,158400,1007588,11104
"304903",NA,NA,71,NA,NA,2,1,1,15,0,1007588,11104
"305121",11,NA,20,4,2200,2,5,1,19,50300,1007588,8303
"305363",1,79,57,6,6200,1,1,1,21,65000,1007588,8303
"305364",1,102,55,7,2630,2,1,1,21,155000,1007588,8303
"305365",NA,NA,21,4,5600,1,5,1,15,200,1007588,8303
"305376",2,134,40,1,4020,2,4,1,10,10000,1007588,8303
"305377",NA,NA,15,NA,NA,1,5,1,13,0,1007588,8303
"305378",NA,NA,14,NA,NA,2,5,1,12,NA,1007588,8303
"305379",NA,NA,5,NA,NA,1,5,1,1,NA,1007588,8303
"306001",NA,NA,25,6,5350,2,1,1,19,5000,1007588,11104
"306002",10,82,33,3,5530,1,1,1,18,50000,1007588,11104
"306003",NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11104
"306004",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11104
"306005",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
"306087",NA,NA,36,1,5700,2,5,1,19,31500,1007588,11104
"306246",1,99,46,1,2160,2,1,1,16,80000,1007588,8303
"306247",1,73,49,3,160,1,1,1,16,60000,1007588,8303
"306248",1,73,18,3,5530,1,5,1,16,16000,1007588,8303
"306291",NA,NA,81,NA,NA,2,1,1,16,3600,1007588,11103
"306292",NA,NA,87,NA,NA,1,1,1,21,113000,1007588,11103
"306359",NA,NA,94,NA,NA,2,2,1,16,19200,1007588,11106
"306376",NA,NA,34,1,6050,2,5,1,9,12000,1007588,11103
"306377",NA,NA,9,NA,NA,1,5,1,8,NA,1007588,11103
"306378",NA,NA,6,NA,NA,1,5,1,5,NA,1007588,11103
"306379",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
"306380",1,69,42,1,6050,1,5,2,9,18000,1007588,11103
"306381",1,111,37,1,4230,2,5,2,9,15000,1007588,11103
"306382",NA,NA,20,NA,NA,2,5,2,14,0,1007588,11103
"306383",NA,NA,16,NA,NA,1,5,2,12,0,1007588,11103
"306384",NA,NA,14,NA,NA,1,5,2,11,NA,1007588,11103
"306385",1,165,35,1,9600,1,5,1,9,20000,1007588,11103
"306695",1,100,33,1,800,2,1,1,21,68000,1007588,8303
"306696",1,106,47,1,1020,1,1,1,22,130300,1007588,8303
"306697",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,8303
"306834",1,95,53,1,1010,1,1,1,21,70000,1007588,11106
"306835",1,95,49,1,5400,2,1,1,21,700,1007588,11106
"306836",NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11106
"306837",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
"307019",10,99,63,6,7750,1,3,2,17,57000,1007588,8303
"307084",NA,NA,72,NA,NA,1,1,1,20,7700,1007588,11106
"307085",NA,NA,62,NA,NA,2,1,1,19,2200,1007588,11106
"307324",2,77,30,1,6050,1,5,2,5,21500,1007588,11103
"307668",NA,NA,36,NA,NA,2,5,1,16,12200,1007588,11103
"307746",NA,NA,24,1,4760,1,5,1,20,0,1007588,11106
"307819",1,112,45,1,5610,1,1,1,14,17000,1007588,11103
"307820",1,112,23,1,9620,1,5,1,19,7000,1007588,11103
"307821",1,112,22,1,4230,1,5,1,16,14000,1007588,11103
"307822",1,195,50,1,4020,2,1,2,16,12000,1007588,11103
"307907",1,109,22,2,2016,2,5,1,21,2000,1007588,8303
"307908",9,104,22,1,1910,1,5,1,21,15000,1007588,8303
"308109",9,89,51,1,5400,2,1,1,19,65000,1007588,8303
"308110",1,79,48,1,2630,1,1,1,21,150000,1007588,8303
"308486",1,262,51,1,3600,2,2,1,9,36130,1007588,11103
"308487",1,189,49,1,4030,1,4,1,18,16000,1007588,11103
"308488",NA,NA,84,NA,NA,2,3,1,6,8000,1007588,11103
"308703",NA,NA,73,7,3060,1,1,1,23,109000,1007588,11106
"308704",1,75,59,7,3060,2,1,1,23,150000,1007588,11106
"308799",1,133,72,6,5240,1,1,1,14,26000,1007588,11104
"308800",NA,NA,61,7,5110,2,1,1,14,41300,1007588,11104
"308801",1,120,28,6,5240,1,5,1,20,12000,1007588,11104
"308894",1,63,59,1,6050,1,1,1,9,52000,1007588,11103
"308895",10,112,29,1,3420,2,5,1,18,23000,1007588,11103
"308896",NA,NA,55,1,8140,2,1,1,9,9600,1007588,11103
"309060",1,112,53,1,1460,1,1,1,22,270000,1007588,8303
"309061",NA,NA,76,NA,NA,2,1,1,21,3500,1007588,8303
"309146",1,164,60,2,3320,2,3,1,20,95000,1007588,11104
"309390",1,96,48,5,5860,2,1,1,21,57000,1007588,11103
"309391",1,76,51,1,6260,1,1,1,16,24000,1007588,11103
"309392",1,216,29,1,3420,2,5,1,23,17500,1007588,11103
"309393",NA,NA,47,NA,NA,1,5,1,1,22000,1007588,11103
"309394",NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
"309395",NA,NA,27,NA,NA,1,1,1,17,0,1007588,11103
"309525",11,NA,54,1,1530,1,1,1,22,140000,1007588,11106
"309526",NA,NA,52,6,7700,2,1,1,20,99000,1007588,11106
"309527",NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106
"309710",10,68,27,1,20,1,5,1,18,36000,1007588,8303
"309711",1,68,22,1,7700,2,5,2,19,8100,1007588,8303
"309969",NA,NA,20,1,5630,1,5,1,19,4000,1007588,8303
"310375",NA,NA,76,NA,NA,2,1,1,18,7600,1007588,8303
"310510",1,92,44,1,1050,1,1,1,22,190000,1007588,8303
"310511",1,133,41,3,2860,2,1,1,22,29300,1007588,8303
"310512",NA,NA,11,NA,NA,1,5,1,8,NA,1007588,8303
"310513",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
"310514",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
"310890",NA,NA,20,NA,NA,1,5,1,16,0,1007588,11103
"311092",1,81,41,5,3500,2,3,1,19,19100,1007588,8303
"311093",10,127,19,5,5240,2,5,1,16,8300,1007588,8303
"311419",1,85,25,4,2200,2,5,1,21,6400,1007588,11106
"311630",NA,NA,62,NA,NA,2,1,1,21,2000,1007588,8303
"311631",11,NA,63,1,10,1,1,1,22,252000,1007588,8303
"311646",1,97,39,1,1030,2,5,1,21,80000,1007588,8303
"311647",NA,NA,5,NA,NA,1,5,1,2,NA,1007588,8303
"311648",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
"311649",NA,NA,46,1,530,1,5,1,21,0,1007588,8303
"311676",NA,NA,87,NA,NA,2,2,1,12,8000,1007588,11106
"311677",10,84,54,6,4760,2,3,1,20,24001,1007588,11106
"311678",NA,NA,87,NA,NA,2,3,1,12,22500,1007588,11106
"311679",NA,NA,87,NA,NA,2,2,1,19,14400,1007588,11106
"311858",NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
"312107",1,107,29,1,1460,1,1,1,23,80000,1007588,8303
"312108",1,93,30,2,2100,2,1,1,22,31100,1007588,8303
"312109",NA,NA,3,NA,NA,1,5,1,2,NA,1007588,8303
"312110",NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303
"312186",NA,NA,57,NA,NA,2,1,1,1,0,1007588,11106
"312187",1,66,62,1,9130,1,1,1,1,37100,1007588,11106
"312331",1,100,61,4,10,1,1,1,22,182000,1007588,8303
"312332",11,NA,61,6,4600,2,1,1,21,52000,1007588,8303
"312798",NA,NA,19,NA,NA,2,5,1,19,7200,1007588,8303
"313078",2,115,47,2,8740,2,3,1,19,18000,1007588,11103
"313079",NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11103
"313163",NA,NA,81,2,5700,2,3,1,16,38000,1007588,8303
"313164",NA,NA,50,NA,NA,2,5,1,16,8000,1007588,8303
"313171",1,63,32,1,7340,1,1,1,20,100000,1007588,11104
"313172",1,108,31,1,3150,2,1,1,22,15000,1007588,11104
"313173",NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11104
